"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.792537198E0,-1.806749940E0,-3.448362589E0,-5.590749979E-1
7.812537198E0,-1.509887457E0,-3.257787466E0,-5.530250072E-1
7.832537198E0,-8.672124743E-1,-3.336025000E0,-4.870249927E-1
7.852537198E0,-8.196374774E-1,-3.218737364E0,-4.295499921E-1
7.872537198E0,-1.189787507E0,-3.018399954E0,-4.992625117E-1
7.892537198E0,-1.387787461E0,-2.874162436E0,-6.421250105E-1
7.912537198E0,-1.469599962E0,-2.614012480E0,-7.276499867E-1
7.932537198E0,-1.187312484E0,-2.532062531E0,-6.043124795E-1
7.952537198E0,-5.495874882E-1,-2.869349957E0,-4.417875111E-1
7.972537198E0,-6.058250070E-1,-3.160024881E0,-4.160749912E-1
7.992537198E0,-1.131212473E0,-2.971925020E0,-4.087874889E-1
8.012537198E0,-1.279024959E0,-2.671350002E0,-3.807374835E-1
8.032537198E0,-1.019974947E0,-2.804587603E0,-3.587374985E-1
8.052537198E0,-7.964000106E-1,-2.947449923E0,-1.632124931E-1
8.072537198E0,-5.337749720E-1,-3.103787422E0,-3.011249937E-2
8.092537198E0,-6.925874949E-1,-3.129499912E0,-9.968750179E-2
8.112537198E0,-1.260737538E0,-2.747112513E0,-2.585000098E-1
8.132537198E0,-1.038262486E0,-2.640825033E0,-1.596374959E-1
8.152537198E0,-5.582500100E-1,-2.942637444E0,5.293750018E-2
8.172537198E0,-6.523000002E-1,-3.001212597E0,9.693749994E-2
8.192537198E0,-1.162974954E0,-2.754400015E0,-1.021625027E-1
8.212537198E0,-1.362074971E0,-2.325675011E0,-1.326874942E-1
8.232537198E0,-3.920125067E-1,-2.214437485E0,3.607999980E-1
8.252537198E0,-3.162499890E-2,-2.941400051E0,1.836999953E-1
8.272537198E0,-4.775374830E-1,-2.632299900E0,2.679874897E-1
8.292537198E0,-1.018737435E0,-2.095912457E0,6.888750196E-2
8.312537198E0,-1.195974946E0,-1.756287456E0,-1.046374962E-1
8.332537198E0,-9.601625204E-1,-1.723287463E0,-2.034999989E-2
8.352537198E0,-7.341125011E-1,-1.849099994E0,2.081750035E-1
8.372537198E0,-5.740625262E-1,-1.891862512E0,3.315125108E-1
8.392537198E0,-4.237749875E-1,-1.750237465E0,3.497999907E-1
8.412537198E0,-3.664374948E-1,-1.541237473E0,4.060375094E-1
8.432537198E0,-4.054875076E-1,-1.405662537E0,4.500375092E-1
8.452537198E0,-4.200625122E-1,-1.252900004E0,4.305124879E-1
8.472537198E0,-3.822500110E-1,-1.165037513E0,3.950375021E-1
8.492537198E0,-3.077250123E-1,-1.114850044E0,3.046999872E-1
8.512537198E0,-3.455374837E-1,-1.064800024E0,2.252250016E-1
8.532537198E0,-5.728250146E-1,-9.707499743E-1,1.372250021E-1
8.552537198E0,-7.548750043E-1,-8.314625025E-1,1.141249985E-1
8.572537198E0,-6.388249993E-1,-8.314625025E-1,1.604624987E-1
8.592537198E0,-5.508249998E-1,-9.255124927E-1,1.836999953E-1
8.612537198E0,-5.545374751E-1,-9.695125222E-1,1.776500046E-1
8.632537198E0,-5.545374751E-1,-9.389874935E-1,1.727000028E-1
8.652537198E0,-3.467749953E-1,-1.028224945E0,9.446249902E-2
8.672537198E0,-2.734875083E-1,-1.135612488E0,-1.416249946E-2
8.692537198E0,-4.200625122E-1,-1.147850037E0,-9.844999760E-2
8.712537198E0,-6.388249993E-1,-1.107562542E0,-2.059749961E-1
8.732537198E0,-8.233500123E-1,-1.085562468E0,-2.756874859E-1
8.752537198E0,-8.696874976E-1,-1.008562446E0,-3.203749955E-1
8.772537198E0,-7.193999887E-1,-9.927499890E-1,-2.800875008E-1
8.792537198E0,-4.482499957E-1,-1.035512447E0,-1.908500046E-1
8.812537198E0,-1.464374959E-1,-1.022037506E0,-1.420374960E-1
8.832537198E0,8.195000142E-2,-9.462749958E-1,-1.260875016E-1
8.852537198E0,2.237125039E-1,-9.634624720E-1,-1.016125008E-1
8.872537198E0,2.897124887E-1,-1.030562520E0,-1.627999991E-1
8.892537198E0,9.913749993E-2,-1.035512447E0,-1.493249983E-1
8.912537198E0,-1.696749926E-1,-1.006224990E0,-1.090374961E-1
8.932537198E0,-3.224374950E-1,-9.011750221E-1,-1.175625026E-1
8.952537198E0,-3.137750030E-1,-8.216999769E-1,-1.310375035E-1
8.972537198E0,-1.428624988E-1,-7.972249985E-1,-1.200374961E-1
8.992537198E0,2.612499986E-3,-8.461750150E-1,-1.297999918E-1
9.012537198E0,1.027124971E-1,-8.681749701E-1,-1.150875017E-1
9.032537198E0,1.234750003E-1,-8.302249908E-1,-5.279999971E-2
9.052537198E0,3.313750029E-2,-7.349374890E-1,-2.474999987E-2
9.072537198E0,-1.489125043E-1,-7.178875208E-1,-3.808749840E-2
9.092537198E0,-1.989624947E-1,-6.481750011E-1,-5.527500063E-2
9.112537198E0,-2.369125038E-1,-4.123624861E-1,-1.040875018E-1
9.132537198E0,-2.197249979E-1,-1.669249982E-1,-1.236125007E-1
9.152537198E0,-1.636250019E-1,-1.216875017E-1,-2.832499892E-2
9.172537198E0,-3.891250119E-2,-1.142624989E-1,5.719999969E-2
9.192537198E0,5.871250108E-2,-7.974999957E-3,1.634874940E-1
9.212537198E0,2.612499986E-3,2.754124999E-1,1.867250055E-1
9.232537198E0,-3.574999981E-3,6.822749972E-1,4.001250118E-2
9.252537198E0,1.809500009E-1,8.018999696E-1,9.501250088E-2
9.272537198E0,5.182374716E-1,6.627500057E-1,2.868250012E-1
9.292537198E0,8.064374924E-1,5.807999969E-1,4.419249892E-1
9.312537198E0,9.042000175E-1,6.858500242E-1,3.686375022E-1
9.332537198E0,9.201499820E-1,8.508499861E-1,3.356375098E-1
9.352537198E0,9.739124775E-1,9.424250126E-1,3.503499925E-1
9.372537198E0,9.066749811E-1,9.876624942E-1,4.456374943E-1
9.392537198E0,8.724374771E-1,1.321237445E0,4.101625085E-1
9.412537198E0,8.883875012E-1,1.554574966E0,2.550624907E-1
9.432537198E0,7.943375111E-1,1.663337469E0,1.388749927E-1
9.452537198E0,6.293374896E-1,1.727962494E0,7.424999774E-2
9.472537198E0,5.072374940E-1,1.801387548E0,4.606249928E-2
9.492537198E0,4.998124838E-1,1.894199967E0,1.182499994E-2
9.512537198E0,5.720000267E-1,1.897774935E0,-6.462499965E-3
9.532537198E0,6.733375192E-1,1.866012454E0,1.058750041E-2
9.552537198E0,7.735750079E-1,1.842912436E0,-5.651250109E-2
9.572537198E0,8.053374887E-1,1.868487477E0,-1.407999992E-1
9.592537198E0,7.661499977E-1,1.928437471E0,-1.750375032E-1
9.612537198E0,6.868125200E-1,2.094537497E0,-2.117500007E-1
9.632537198E0,6.355249882E-1,2.298587561E0,-3.851374984E-1
9.652537198E0,6.428124905E-1,2.501399994E0,-5.513749719E-1
9.672537198E0,6.305750012E-1,2.685787439E0,-6.466624737E-1
9.692537198E0,6.476249695E-1,2.864262581E0,-7.455250025E-1
9.712537198E0,7.343875170E-1,3.294224977E0,-7.871875167E-1
9.732537198E0,7.955750227E-1,3.701087475E0,-7.272375226E-1
9.752537198E0,8.981499672E-1,4.017475128E0,-6.282374859E-1
9.772537198E0,1.031387448E0,4.189762592E0,-5.148000121E-1
9.792537198E0,1.193774939E0,4.150712490E0,-5.171374679E-1
9.812537198E0,1.259775043E0,4.190999985E0,-5.648499727E-1
9.832537198E0,9.922000170E-1,4.650387287E0,-3.815625012E-1
9.852537198E0,8.798624873E-1,5.163537502E0,-6.270000339E-2
9.872537198E0,1.688637495E0,4.754199982E0,5.065500140E-1
9.892537198E0,2.778325081E0,3.624087572E0,6.434999704E-1
9.912537198E0,2.636699915E0,3.269887447E0,2.622124851E-1
9.932537198E0,1.548112512E0,4.225237370E0,3.526875079E-1
9.952537198E0,1.193774939E0,4.734674931E0,5.713124871E-1
9.972537198E0,1.346537471E0,4.833674908E0,7.350749969E-1
9.992537198E0,1.542062521E0,4.749249935E0,8.889374733E-1
1.001253720E1,1.400300026E0,4.673624992E0,8.669375181E-1
1.003253720E1,6.342874765E-1,5.100012302E0,5.677375197E-1
1.005253720E1,2.543750107E-1,5.438399792E0,6.030749679E-1
1.007253720E1,4.131875038E-1,5.417637348E0,9.073625207E-1
1.009253720E1,1.265962481E0,4.931300163E0,1.448562503E0
1.011253720E1,2.362937450E0,3.979662418E0,1.685612440E0
1.013253720E1,2.917612553E0,3.432275057E0,1.691662550E0
1.015253720E1,2.629275084E0,3.449462414E0,1.562137485E0
1.017253720E1,2.224887371E0,3.690087557E0,1.397274971E0
1.019253720E1,2.058787584E0,3.577749968E0,1.221274972E0
1.021253720E1,2.122312546E0,3.279649973E0,1.059987545E0
1.023253720E1,2.056312561E0,2.985125065E0,8.108375072E-1
1.025253720E1,1.534637451E0,2.914312601E0,4.492124915E-1
1.027253720E1,1.133962512E0,3.024312496E0,2.682625055E-1
1.029253720E1,1.031387448E0,2.907025099E0,2.866874933E-1
1.031253720E1,1.234200001E0,2.523400068E0,5.040749907E-1
1.033253720E1,1.505349994E0,1.963775039E0,7.020750046E-1
1.035253720E1,1.457774997E0,1.575337529E0,1.140562534E0
1.037253720E1,1.371012449E0,1.379812479E0,1.040462494E0
1.039253720E1,1.262249947E0,1.235712528E0,1.084462523E0
1.041253720E1,1.127912521E0,8.068500161E-1,1.139462471E0
1.043253720E1,5.537124872E-1,1.031249948E-2,8.657000065E-1
1.045253720E1,-3.735874891E-1,-8.974624872E-1,1.816374958E-1
1.047253720E1,-1.090787530E0,-1.422712445E0,-5.550875068E-1
1.049253720E1,-1.623462439E0,-1.574237466E0,-9.864249825E-1
1.051253720E1,-1.735800028E0,-1.742812514E0,-1.153762460E0
1.053253720E1,-1.346125007E0,-2.191200018E0,-1.284525037E0
1.055253720E1,-1.021075010E0,-2.434299946E0,-1.220999956E0
1.057253720E1,-1.081025004E0,-2.449012518E0,-1.146474957E0
1.059253720E1,-1.231312513E0,-2.400062561E0,-1.049950004E0
1.061253720E1,-1.188549995E0,-2.345200062E0,-8.898999691E-1
1.063253720E1,-9.025499821E-1,-2.490537405E0,-7.554249763E-1
1.065253720E1,-8.597875237E-1,-2.585824966E0,-5.733749866E-1
1.067253720E1,-9.074999690E-1,-2.501537561E0,-4.329875112E-1
1.069253720E1,-9.869750142E-1,-2.489300013E0,-4.890874922E-1
1.071253720E1,-1.314362526E0,-2.405012369E0,-4.830375016E-1
1.073253720E1,-1.297175050E0,-2.341487408E0,-5.587999821E-1
1.075253720E1,-1.026024938E0,-2.265724897E0,-5.453249812E-1
1.077253720E1,-6.338750124E-1,-2.224200010E0,-3.205125034E-1
1.079253720E1,-5.568749905E-1,-2.317012548E0,-2.179374993E-1
1.081253720E1,-8.342124820E-1,-2.524775028E0,-3.718000054E-1
1.083253720E1,-1.012549996E0,-2.431824923E0,-4.365625083E-1
1.085253720E1,-7.511624694E-1,-2.474587440E0,-3.229874969E-1
1.087253720E1,-7.206375003E-1,-2.786162376E0,-3.057999909E-1
1.089253720E1,-1.016262531E0,-2.791112423E0,-3.657499850E-1
1.091253720E1,-1.004024982E0,-2.731162548E0,-3.572250009E-1
1.093253720E1,-8.464499712E-1,-2.803349972E0,-3.267000020E-1
1.095253720E1,-8.476874828E-1,-2.814349890E0,-3.119874895E-1
1.097253720E1,-1.105362535E0,-2.925450087E0,-3.852750063E-1
1.099253720E1,-1.151837468E0,-2.870450020E0,-4.133250117E-1
1.101253720E1,-9.197375178E-1,-2.798399925E0,-3.388000131E-1
1.103253720E1,-6.484500170E-1,-2.846112490E0,-2.827000022E-1
1.105253720E1,-6.729249954E-1,-2.876637459E0,-3.352249861E-1
1.107253720E1,-8.464499712E-1,-2.717824936E0,-4.390375018E-1
1.109253720E1,-1.105362535E0,-2.472249985E0,-6.210874915E-1
1.111253720E1,-8.855000138E-1,-2.375725031E0,-5.893250108E-1
1.113253720E1,-6.228749752E-1,-2.396487474E0,-5.086125135E-1
1.115253720E1,-6.754000187E-1,-2.361012459E0,-5.025625229E-1
1.117253720E1,-9.539750218E-1,-2.221724987E0,-5.453249812E-1
1.119253720E1,-8.097375035E-1,-2.236437559E0,-4.817999899E-1
1.121253720E1,-6.484500170E-1,-2.383012533E0,-3.462249935E-1
1.123253720E1,-9.197375178E-1,-2.297487497E0,-3.217499852E-1
1.125253720E1,-9.710249901E-1,-2.072674990E0,-2.667500079E-1
1.127253720E1,-5.531625152E-1,-2.073912382E0,-1.434125006E-1
1.129253720E1,-2.623499930E-1,-2.301199913E0,-2.983750030E-2
1.131253720E1,-7.302625179E-1,-2.291437387E0,-5.678749830E-2
1.133253720E1,-9.893124700E-1,-2.088624954E0,-1.336500049E-1
1.135253720E1,-7.034500241E-1,-2.121624947E0,-3.959999979E-2
1.137253720E1,-3.883000016E-1,-2.375725031E0,1.204499975E-1
1.139253720E1,-4.823499918E-1,-2.387962580E0,1.082125008E-1
1.141253720E1,-5.531625152E-1,-2.235199928E0,-6.283749640E-2
1.143253720E1,-3.625875115E-1,-2.254724979E0,-1.568875015E-1
1.145253720E1,-3.613499999E-1,-2.403774977E0,-2.204124928E-1
1.147253720E1,-6.777374744E-1,-2.265724897E0,-2.961750031E-1
1.149253720E1,-7.987374663E-1,-2.176487446E0,-1.153625026E-1
1.151253720E1,-2.048750035E-2,-2.089862585E0,6.049999967E-2
1.153253720E1,-2.270125002E-1,-2.582112551E0,-2.179374993E-1
1.155253720E1,-5.348749757E-1,-2.325537443E0,-1.838375032E-1
1.157253720E1,-5.824499726E-1,-1.989624977E0,-1.018875018E-1
1.159253720E1,-3.553000093E-1,-1.739237547E0,-1.996500045E-1
1.161253720E1,-9.019999951E-2,-1.708575010E0,-1.838375032E-1
1.163253720E1,2.103750035E-2,-1.767287493E0,-1.874125004E-1
1.165253720E1,-2.000624985E-1,-1.772099972E0,-2.326499969E-1
1.167253720E1,-5.421624780E-1,-1.715999961E0,-5.059999973E-2
1.169253720E1,-6.349750161E-1,-1.643812537E0,2.927374840E-1
1.171253720E1,-6.142125130E-1,-1.753812432E0,4.221250117E-1
1.173253720E1,-4.444000125E-1,-1.599949956E0,1.912624985E-1
1.175253720E1,-1.744875014E-1,-1.324949980E0,-6.505125165E-1
1.177253720E1,-9.748750180E-2,-1.460662484E0,-6.052749753E-1
1.179253720E1,-2.990624905E-1,-1.267612457E0,-4.732750058E-1
1.181253720E1,-6.936874986E-1,-1.166137457E0,-3.755125105E-1
1.183253720E1,-9.477875233E-1,-1.084324956E0,-3.975124955E-1
1.185253720E1,-9.135500193E-1,-1.101374984E0,-3.914625049E-1
1.187253720E1,-7.547374964E-1,-1.204087496E0,-3.852750063E-1
1.189253720E1,-5.543999672E-1,-1.278612494E0,-3.767499924E-1
1.191253720E1,-3.918749988E-1,-1.460662484E0,-2.864125073E-1
1.193253720E1,-2.135374993E-1,-1.520475030E0,-2.044624984E-1
1.195253720E1,-1.720124930E-1,-1.549762487E0,-1.519374996E-1
1.197253720E1,-1.805374920E-1,-1.574237466E0,-1.311749965E-1
1.199253720E1,-2.440624982E-1,-1.546187520E0,-1.398375034E-1
1.201253720E1,-3.478749990E-1,-1.532712460E0,-1.751749963E-1
1.203253720E1,-3.968249857E-1,-1.427662492E0,-2.534124851E-1
1.205253720E1,-4.310624897E-1,-1.439900041E0,-2.814624906E-1
1.207253720E1,-4.578749835E-1,-1.390949965E0,-3.669874966E-1
1.209253720E1,-5.483499765E-1,-1.273662448E0,-4.354625046E-1
1.211253720E1,-6.032124758E-1,-1.246850014E0,-3.999874890E-1
1.213253720E1,-6.252124906E-1,-1.450899959E0,-3.181749880E-1
1.215253720E1,-7.095000148E-1,-1.250424981E0,-3.669874966E-1
1.217253720E1,-7.425000072E-1,-8.802750111E-1,-2.326499969E-1
1.219253720E1,-5.201625228E-1,-5.663625002E-1,-7.136250287E-2
1.221253720E1,-1.707749963E-1,-2.083124965E-1,-3.464999795E-2
1.223253720E1,1.590874940E-1,1.813624948E-1,3.616249934E-2
1.225253720E1,3.301374912E-1,4.624125063E-1,1.790249944E-1
1.227253720E1,3.044250011E-1,7.262749672E-1,3.452624977E-1
1.229253720E1,2.690874934E-1,7.640874982E-1,4.430249929E-1
1.231253720E1,1.859000027E-1,8.606125116E-1,4.478375018E-1
1.233253720E1,1.896124929E-1,1.093950033E0,5.480750203E-1
1.235253720E1,3.471874893E-1,1.253999949E0,6.616500020E-1
1.237253720E1,5.427125096E-1,1.321237445E0,7.301250100E-1
1.239253720E1,6.012874842E-1,1.396999955E0,7.471749783E-1
1.241253720E1,5.707625151E-1,1.497099996E0,7.789375186E-1
1.243253720E1,5.414749980E-1,1.647387505E0,8.815125227E-1
1.245253720E1,6.269999743E-1,1.812387466E0,1.045274973E0
1.247253720E1,7.565249801E-1,1.919912457E0,1.136849999E0
1.249253720E1,7.943375111E-1,2.053012371E0,1.099037528E0
1.251253720E1,7.797625065E-1,2.242350101E0,1.000037551E0
1.253253720E1,7.332875133E-1,2.387825012E0,9.292249680E-1
1.255253720E1,6.782875061E-1,2.454925060E0,9.010375142E-1
1.257253720E1,7.039999962E-1,2.612499952E0,9.022749662E-1
1.259253720E1,7.393375039E-1,2.687025070E0,8.399875164E-1
1.261253720E1,7.369999886E-1,2.771312475E0,7.409874797E-1
1.263253720E1,6.782875061E-1,2.803075075E0,5.736500025E-1
1.265253720E1,6.220499873E-1,2.869075060E0,3.880249858E-1
1.267253720E1,6.012874842E-1,3.009599924E0,2.132624984E-1
1.269253720E1,5.659499764E-1,3.217362404E0,1.773750037E-2
1.271253720E1,4.596624970E-1,3.281987429E0,-1.348875016E-1
1.273253720E1,3.301374912E-1,3.385937452E0,-3.181749880E-1
1.275253720E1,2.470874935E-1,3.574037552E0,-4.427500069E-1
1.277253720E1,2.726624906E-1,3.658324957E0,-4.892250001E-1
1.279253720E1,4.376625121E-1,3.505562544E0,-4.916999936E-1
1.281253720E1,5.451874733E-1,3.525224924E0,-2.924624979E-1
1.283253720E1,4.181374907E-1,3.961374998E0,1.424500048E-1
1.285253720E1,2.116124928E-1,4.562387466E0,6.774625182E-1
1.287253720E1,2.923249900E-1,4.700437546E0,1.141800046E0
1.289253720E1,1.232962489E0,4.121425152E0,1.882099986E0
1.291253720E1,2.112550020E0,3.662037373E0,1.412950039E0
1.293253720E1,1.884162545E0,3.519037485E0,9.120374918E-1
1.295253720E1,1.225674987E0,4.332762241E0,8.119375110E-1
1.297253720E1,1.016674995E0,4.953299999E0,1.130800009E0
1.299253720E1,1.372249961E0,4.905725002E0,1.582762480E0
1.301253720E1,1.595824957E0,4.601437569E0,1.628000021E0
1.303253720E1,1.553062439E0,4.338812351E0,1.409374952E0
1.305253720E1,8.017625213E-1,4.467100143E0,1.011037469E0
1.307253720E1,1.750375032E-1,4.980249882E0,9.682750106E-1
1.309253720E1,4.059000015E-1,5.183062553E0,1.432474971E0
1.311253720E1,1.581112504E0,4.706624985E0,2.174149990E0
1.313253720E1,2.275074959E0,4.076187611E0,2.285249949E0
1.315253720E1,2.598887444E0,3.670562506E0,2.204674959E0
1.317253720E1,2.532887459E0,3.638799906E0,2.208250046E0
1.319253720E1,2.474174976E0,3.764612436E0,2.130150080E0
1.321253720E1,2.585412502E0,3.565512419E0,1.924862504E0
1.323253720E1,2.597650051E0,3.457987547E0,1.753812432E0
1.325253720E1,2.332550049E0,3.395699978E0,1.409374952E0
1.327253720E1,1.948925018E0,3.410274982E0,1.125849962E0
1.329253720E1,1.459012508E0,3.174599886E0,7.532249689E-1
1.331253720E1,1.020387530E0,2.859312534E0,5.077875257E-1
1.333253720E1,7.907624841E-1,2.556400061E0,4.551250041E-1
1.335253720E1,8.212875128E-1,2.233824968E0,5.493124723E-1
1.337253720E1,1.163387537E0,1.848962545E0,8.277499676E-1
1.339253720E1,1.628824949E0,1.497099996E0,1.270087481E0
1.341253720E1,1.908499956E0,8.776624799E-1,1.476475000E0
1.343253720E1,1.445537448E0,-4.468749836E-2,1.172325015E0
1.345253720E1,2.934249938E-1,-3.757874966E-1,4.723125100E-1
1.347253720E1,-4.444000125E-1,-4.844124913E-1,3.739999980E-2
1.349253720E1,-7.107374668E-1,-1.331137538E0,-3.609375060E-1
1.351253720E1,-8.194999695E-1,-1.941912532E0,-7.788000107E-1
1.353253720E1,-9.330750108E-1,-2.176487446E0,-1.134237528E0
1.355253720E1,-9.550749660E-1,-2.337774992E0,-1.323575020E0
1.357253720E1,-1.033312440E0,-2.610300064E0,-1.425050020E0
1.359253720E1,-1.272699952E0,-2.832637548E0,-1.482387543E0
1.361253720E1,-1.422987461E0,-2.875400066E0,-1.486099958E0
1.363253720E1,-1.276412487E0,-2.914449930E0,-1.381049991E0
1.365253720E1,-1.111549973E0,-2.985262394E0,-1.120762467E0
1.367253720E1,-1.071125031E0,-3.167312384E0,-1.032899976E0
1.369253720E1,-1.211650014E0,-3.421412468E0,-1.124475002E0
1.371253720E1,-1.265412450E0,-3.415362597E0,-1.107424974E0
1.373253720E1,-1.217837453E0,-3.205262423E0,-8.716124892E-1
1.375253720E1,-1.361937523E0,-3.048787594E0,-6.540874839E-1
1.377253720E1,-1.269124985E0,-3.299312592E0,-8.288499713E-1
1.379253720E1,-9.209749699E-1,-3.493599892E0,-8.276125193E-1
1.381253720E1,-9.649749994E-1,-3.425124884E0,-6.700375080E-1
1.383253720E1,-1.052837491E0,-3.028024912E0,-3.840374947E-1
1.385253720E1,-8.134499788E-1,-3.146549940E0,-3.169375062E-1
1.387253720E1,-9.722625017E-1,-3.237025023E0,-4.072749913E-1
1.389253720E1,-9.710249901E-1,-3.103787422E0,-3.902249932E-1
1.391253720E1,-6.338750124E-1,-3.117262602E0,-2.912249863E-1
1.393253720E1,-6.411625147E-1,-3.042737484E0,-2.496999949E-1
1.395253720E1,-7.792124748E-1,-2.816687584E0,-3.401750028E-1
1.397253720E1,-5.666375160E-1,-2.893687487E0,-4.158000052E-1
1.399253720E1,-4.786374867E-1,-2.925450087E0,-3.584625125E-1
1.401253720E1,-8.512625098E-1,-2.736112595E0,-3.389374912E-1
1.403253720E1,-1.016262531E0,-2.467299938E0,-4.365625083E-1
1.405253720E1,-5.055875182E-1,-2.554062605E0,-4.452250004E-1
1.407253720E1,-2.745875120E-1,-2.701874971E0,-3.584625125E-1
1.409253720E1,-7.291625142E-1,-2.537012577E0,-4.195125103E-1
1.411253720E1,-1.051599979E0,-2.310962439E0,-5.698000193E-1
1.413253720E1,-8.366875052E-1,-2.238912582E0,-5.856124759E-1
1.415253720E1,-4.200625122E-1,-2.375725031E0,-4.512749910E-1
1.417253720E1,-5.861625075E-1,-2.554062605E0,-3.779875040E-1
1.419253720E1,-7.071624994E-1,-2.439249992E0,-3.559874892E-1
1.421253720E1,-6.766374707E-1,-2.398962498E0,-3.267000020E-1
1.423253720E1,-5.336375237E-1,-2.436774969E0,-2.106499970E-1
1.425253720E1,-4.701125026E-1,-2.651824951E0,-5.912499875E-2
1.427253720E1,-4.958249927E-1,-2.759350061E0,4.468749836E-2
1.429253720E1,-5.238749981E-1,-2.682349920E0,2.763750032E-2
1.431253720E1,-5.751624703E-1,-2.383012533E0,-2.887499984E-3
1.433253720E1,-7.877374887E-1,-2.180200100E0,-3.588749841E-2
1.435253720E1,-9.294999838E-1,-2.216912508E0,-5.912499875E-2
1.437253720E1,-6.606875062E-1,-2.345200062E0,-5.362499971E-3
1.439253720E1,-1.915374994E-1,-2.312200069E0,1.229249984E-1
1.441253720E1,-2.367749959E-1,-2.213200092E0,2.255000025E-1
1.443253720E1,-3.003000021E-1,-2.259675026E0,1.949750036E-1
1.445253720E1,-6.399250031E-1,-2.353724957E0,-4.124999978E-3
1.447253720E1,-5.581125021E-1,-2.134962559E0,1.033999994E-1
1.449253720E1,-5.018749833E-1,-2.154624939E0,7.163749635E-2
1.451253720E1,-4.763000011E-1,-2.226675034E0,4.235000163E-2
1.453253720E1,-3.480125070E-1,-2.317012548E0,4.963750020E-2
1.455253720E1,-2.012999952E-1,-2.435537577E0,8.016250283E-2
1.457253720E1,-2.770625055E-1,-2.590775013E0,1.926375031E-1
1.459253720E1,-6.021124721E-1,-2.725112438E0,3.647874892E-1
1.461253720E1,-7.352125049E-1,-2.717824936E0,3.025000095E-1
1.463253720E1,-7.449749708E-1,-2.557775021E0,8.868750185E-2
1.465253720E1,-5.946875215E-1,-2.362250090E0,2.392499894E-2
1.467253720E1,-3.332999945E-1,-2.291437387E0,9.611249715E-2
1.469253720E1,-2.220624983E-1,-2.262012482E0,1.436875015E-1
1.471253720E1,-3.308250010E-1,-2.073912382E0,9.363749623E-2
1.473253720E1,-5.336375237E-1,-1.833287477E0,5.816249922E-2
1.475253720E1,-6.472125053E-1,-1.681762457E0,9.363749623E-2
1.477253720E1,-6.386874914E-1,-1.582762480E0,1.571625024E-1
1.479253720E1,-5.861625075E-1,-1.499712467E0,1.815000027E-1
1.481253720E1,-5.373499990E-1,-1.351899981E0,1.314499974E-1
1.483253720E1,-4.921124876E-1,-1.251662493E0,1.143999994E-1
1.485253720E1,-4.248749912E-1,-1.193087459E0,1.889249980E-1
1.487253720E1,-3.075875044E-1,-1.178375006E0,2.657875121E-1
1.489253720E1,-2.123000026E-1,-1.272424936E0,3.147374988E-1
1.491253720E1,-1.805374920E-1,-1.390949965E0,2.744500041E-1
1.493253720E1,-1.707749963E-1,-1.361662507E0,1.864500046E-1
1.495253720E1,-9.996250272E-2,-1.343374968E0,9.721250087E-2
1.497253720E1,-9.487500414E-3,-1.283424973E0,3.739999980E-2
1.499253720E1,7.727500051E-2,-1.372662544E0,-8.236250281E-2
1.501253720E1,9.679999948E-2,-1.907812476E0,-3.327499926E-1
1.503253720E1,-3.443000019E-1,-2.025099993E0,-5.282750130E-1
1.505253720E1,-7.975000143E-1,-1.744050026E0,-5.160375237E-1
1.507253720E1,-1.066312551E0,-1.526662469E0,-3.914625049E-1
1.509253720E1,-9.930250049E-1,-1.229662538E0,-2.167000026E-1
1.511253720E1,-7.522624731E-1,-9.414625168E-1,-2.021249980E-1
1.513253720E1,-2.623499930E-1,-4.503124952E-1,-2.814624906E-1
1.515253720E1,1.856249943E-2,6.036249921E-2,-2.509374917E-1
1.517253720E1,1.933249980E-1,6.309875250E-1,-2.094125003E-1
1.519253720E1,2.921875119E-1,1.057374954E0,-1.495999992E-1
1.521253720E1,2.946625054E-1,1.378574967E0,1.044999994E-2
1.523253720E1,4.839999974E-1,1.658387542E0,1.876875013E-1
1.525253720E1,7.723374963E-1,1.831912518E0,3.134999871E-1
1.527253720E1,9.189124703E-1,1.831912518E0,4.955500066E-1
1.529253720E1,9.800999761E-1,1.908912539E0,5.798375010E-1
1.531253720E1,9.678624868E-1,1.929674983E0,5.297874808E-1
1.533253720E1,8.408125043E-1,1.864912510E0,3.757874966E-1
1.535253720E1,6.978124976E-1,1.873437524E0,2.792625129E-1
1.537253720E1,6.147624850E-1,1.866150022E0,3.012624979E-1
1.539253720E1,5.659499764E-1,1.693862438E0,4.148375094E-1
1.541253720E1,5.402374864E-1,1.396999955E0,5.468375087E-1
1.543253720E1,4.950000048E-1,1.114712477E0,5.956500173E-1
1.545253720E1,3.924250007E-1,1.206424952E0,5.297874808E-1
1.547253720E1,4.278999865E-1,1.557049990E0,4.588375092E-1
1.549253720E1,5.402374864E-1,1.872200012E0,4.723125100E-1
1.551253720E1,6.245250106E-1,2.117774963E0,5.077875257E-1
1.553253720E1,6.184750199E-1,2.299824953E0,4.465999901E-1
1.555253720E1,6.514750123E-1,2.530687571E0,3.697375059E-1
1.557253720E1,7.613375187E-1,2.613737583E0,3.537875116E-1
1.559253720E1,9.116249681E-1,2.559974909E0,3.672625124E-1
1.561253720E1,9.861499667E-1,2.491637468E0,2.865499854E-1
1.563253720E1,1.009387493E0,2.480637550E0,1.277374923E-1
