"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.193437818E0,4.606050014E0,-9.105000645E-2,1.099800014E1
8.213437818E0,4.084050179E0,-4.270500243E-1,1.237995052E1
8.233437818E0,2.590050220E0,1.780500114E-1,1.404405022E1
8.253437818E0,3.874950171E0,7.669500113E-1,1.298100090E1
8.273437818E0,4.800000191E0,5.539500117E-1,1.074495029E1
8.293437818E0,6.316950321E0,5.250000358E-1,1.076895046E1
8.313437818E0,6.640950203E0,-4.305000231E-2,1.182000065E1
8.333437818E0,5.743050098E0,-9.390000701E-1,1.275600052E1
8.353437818E0,4.561950207E0,-1.192950010E0,1.276095104E1
8.373437818E0,4.797000408E0,-1.153950095E0,1.249995041E1
8.393437818E0,5.836050510E0,-1.255050063E0,1.243995094E1
8.413437818E0,6.142950058E0,-1.255050063E0,1.209705067E1
8.433437818E0,5.980050087E0,-1.047000051E0,1.156095028E1
8.453437818E0,6.042000294E0,-7.159500122E-1,1.097895050E1
8.473437818E0,6.115950108E0,-3.520500064E-1,1.091205025E1
8.493437818E0,6.193050385E0,-1.780500114E-1,1.085505009E1
8.513437818E0,6.412950516E0,-3.070500195E-1,1.050495052E1
8.533437818E0,6.351000309E0,-8.220000267E-1,9.301050186E0
8.553437818E0,6.183000088E0,-1.126049995E0,9.655050278E0
8.573437818E0,6.004050255E0,-1.308000088E0,9.970950127E0
8.593437818E0,6.166950226E0,-1.308000088E0,9.447000504E0
8.613437818E0,6.370050430E0,-1.171050072E0,8.860050201E0
8.633437818E0,6.583050251E0,-1.060950041E0,8.602050781E0
8.653437818E0,6.868050098E0,-8.380500674E-1,8.616000175E0
8.673437818E0,7.230000496E0,-7.189500332E-1,8.013000488E0
8.693437818E0,7.492950439E0,-7.519500256E-1,7.069050312E0
8.713437818E0,7.729950428E0,-8.599500656E-1,6.516000271E0
8.733437818E0,7.918950558E0,-1.165950060E0,6.508950233E0
8.753437818E0,8.029050827E0,-1.461000085E0,6.813000202E0
8.773437818E0,7.785000324E0,-1.636050105E0,7.186950207E0
8.793437818E0,7.387950420E0,-1.638000131E0,7.459950447E0
8.813437818E0,7.558050156E0,-1.506000042E0,7.396950245E0
8.833437818E0,7.624950409E0,-1.426950097E0,6.922950268E0
8.853437818E0,7.555050373E0,-1.336050034E0,6.229050159E0
8.873437818E0,7.701000214E0,-1.162050009E0,5.593950272E0
8.893437818E0,7.735050201E0,-1.071000099E0,4.845000267E0
8.913437818E0,7.528950214E0,-1.047000051E0,4.246050358E0
8.933437818E0,7.740000248E0,-1.171050072E0,4.267950058E0
8.953437818E0,7.795050144E0,-1.399050117E0,5.190000057E0
8.973437818E0,7.603050232E0,-1.447050095E0,5.377050400E0
8.993437818E0,7.459950447E0,-1.545000076E0,5.235000134E0
9.013437818E0,6.997050285E0,-1.633050084E0,4.965000153E0
9.033437818E0,6.451950073E0,-1.534950018E0,4.752000332E0
9.053437818E0,6.183000088E0,-1.344000101E0,4.492950439E0
9.073437818E0,6.295950413E0,-1.281000018E0,4.831050396E0
9.093437818E0,6.637950420E0,-1.198050022E0,5.986950397E0
9.113437818E0,6.906000137E0,-1.255050063E0,6.468000412E0
9.133437818E0,6.765000343E0,-1.474950075E0,6.531000137E0
9.153437818E0,6.748050213E0,-1.863000035E0,6.400950432E0
9.173437818E0,6.985950470E0,-1.935000062E0,6.600000381E0
9.193437818E0,7.150950432E0,-1.447050095E0,6.853950500E0
9.213437818E0,7.498050213E0,-9.010500312E-1,6.847050190E0
9.233437818E0,8.416950226E0,-1.078050017E0,6.925950527E0
9.253437818E0,8.544000626E0,-1.875000119E0,7.191000462E0
9.273437818E0,7.953000546E0,-2.301000118E0,7.570050240E0
9.293437818E0,8.221050262E0,-2.364000082E0,7.591050148E0
9.313437818E0,9.238950729E0,-2.143050194E0,7.438050270E0
9.333437818E0,1.025595093E1,-2.107050180E0,7.488000393E0
9.353437818E0,1.058895016E1,-2.335050106E0,7.371000290E0
9.373437818E0,1.031595039E1,-1.935000062E0,7.474050522E0
9.393437818E0,1.096200085E1,-1.465950012E0,7.716000557E0
9.413437818E0,1.127100086E1,-1.341000080E0,7.809000492E0
9.433437818E0,1.091700077E1,-1.378950119E0,7.491000175E0
9.453437818E0,1.045005035E1,-1.486950040E0,7.399950504E0
9.473437818E0,1.014405060E1,-1.497000098E0,7.693950176E0
9.493437818E0,9.957000732E0,-1.441950083E0,8.155950546E0
9.513437818E0,9.622050285E0,-1.396050096E0,8.500950813E0
9.533437818E0,9.286050797E0,-1.381950021E0,8.728950500E0
9.553437818E0,9.397050858E0,-1.356000066E0,8.953950882E0
9.573437818E0,9.400950432E0,-1.369950056E0,9.004050255E0
9.593437818E0,9.102000237E0,-1.255050063E0,9.246000290E0
9.613437818E0,8.911050797E0,-7.669500113E-1,9.717000008E0
9.633437818E0,9.543000221E0,-5.410500169E-1,1.035705090E1
9.653437818E0,9.745950699E0,-4.050000310E-1,1.098900032E1
9.673437818E0,9.526050568E0,-4.309500158E-1,1.159500027E1
9.693437818E0,9.199950218E0,-3.619500101E-1,1.224600029E1
9.713437818E0,9.138000488E0,-6.210000515E-1,1.313205051E1
9.733437818E0,8.689949989E0,-9.220500588E-1,1.381905079E1
9.753437818E0,8.107950211E0,-1.245000005E0,1.423305035E1
9.773437818E0,7.423950195E0,-1.285950065E0,1.441305065E1
9.793437818E0,6.753000259E0,-1.357950091E0,1.379505062E1
9.813437818E0,5.925000191E0,-1.699950099E0,1.312005043E1
9.833437818E0,4.957950115E0,-2.140950203E0,1.259100056E1
9.853437818E0,3.631050110E0,-2.260950089E0,1.312905025E1
9.873437818E0,2.206950188E0,-2.078999996E0,1.420395088E1
9.893437818E0,3.037050247E0,-2.164950132E0,1.352700043E1
9.913437818E0,3.772050142E0,-2.184000015E0,1.019895077E1
9.933437818E0,2.104050159E0,-1.534950018E0,8.677950859E0
9.953437818E0,7.650000453E-1,-1.204950094E0,9.475950241E0
9.973437818E0,2.959500253E-1,-1.075049996E0,1.036395073E1
9.993437818E0,-7.905000448E-2,-8.790000677E-1,1.003095055E1
1.001343782E1,-4.305000231E-2,-5.509500504E-1,8.833950043E0
1.003343782E1,3.049500287E-1,-2.779500186E-1,7.345050335E0
1.005343782E1,-6.799500585E-1,-7.005000114E-2,6.697950363E0
1.007343782E1,-2.337000132E0,-3.405000269E-2,7.065000534E0
1.009343782E1,-3.298950195E0,-3.195000067E-2,7.186950207E0
1.011343782E1,-2.758050203E0,2.310000062E-1,6.696000099E0
1.013343782E1,-1.269000053E0,6.910500526E-1,4.290000439E0
1.015343782E1,-3.760500252E-1,1.426050067E0,1.002000093E0
1.017343782E1,2.430000156E-1,2.481000185E0,-1.437000036E0
1.019343782E1,2.959500253E-1,3.217050076E0,-2.277000189E0
1.021343782E1,1.260000020E-1,3.636000156E0,-2.490000010E0
1.023343782E1,-1.990500093E-1,3.796050072E0,-3.745050192E0
1.025343782E1,-7.849500179E-1,3.592050076E0,-4.639950275E0
1.027343782E1,-1.542000055E0,3.037050247E0,-4.848000050E0
1.029343782E1,-2.563950062E0,2.218050003E0,-5.119050026E0
1.031343782E1,-3.283050060E0,1.612050056E0,-5.914050102E0
1.033343782E1,-3.129000187E0,1.332000017E0,-7.635000229E0
1.035343782E1,-2.638950109E0,1.960050106E0,-9.955050468E0
1.037343782E1,-3.229500055E-1,2.698950052E0,-1.197405052E1
1.039343782E1,5.380499959E-1,3.691050291E0,-1.445400047E1
1.041343782E1,1.543050051E0,4.984050274E0,-1.708995056E1
1.043343782E1,2.982000113E0,6.360000134E0,-1.942200089E1
1.045343782E1,4.159950256E0,7.240950108E0,-1.987305069E1
1.047343782E1,4.303950310E0,7.885050297E0,-1.802205086E1
1.049343782E1,3.030000210E0,7.179000378E0,-1.527795029E1
1.051343782E1,8.610000610E-1,6.190050125E0,-1.225905037E1
1.053343782E1,-3.640500307E-1,5.527050495E0,-9.241950035E0
1.055343782E1,-1.489050031E0,4.914000034E0,-7.537050247E0
1.057343782E1,-2.611950159E0,4.315950394E0,-7.345950127E0
1.059343782E1,-3.268050194E0,4.095000267E0,-7.129950523E0
1.061343782E1,-4.219050407E0,3.688050270E0,-6.073950291E0
1.063343782E1,-4.828950405E0,3.352950096E0,-4.630950451E0
1.065343782E1,-6.012000084E0,3.691050291E0,-3.603000164E0
1.067343782E1,-5.490000248E0,4.003950119E0,-2.875950098E0
1.069343782E1,-5.490000248E0,4.003950119E0,-2.875950098E0
1.071343782E1,-5.823000431E0,4.284000397E0,-1.768950105E0
1.073343782E1,-5.731950283E0,4.356000423E0,2.500500083E-1
1.075343782E1,-6.193950176E0,4.201050282E0,1.486050129E0
1.077343782E1,-6.709050179E0,4.059000015E0,1.515000105E0
1.079343782E1,-6.414000511E0,4.168950081E0,7.270500064E-1
1.081343782E1,-5.481000423E0,4.408950329E0,-1.840500087E-1
1.083343782E1,-5.338950157E0,4.270050049E0,3.730500042E-1
1.085343782E1,-5.932950497E0,4.021049976E0,2.137050152E0
1.087343782E1,-5.671950340E0,3.913050175E0,2.254050016E0
1.089343782E1,-4.956000328E0,3.886950254E0,1.689000130E0
1.091343782E1,-4.882050037E0,3.849000216E0,2.688000202E0
1.093343782E1,-4.899000168E0,3.913050175E0,4.060050011E0
1.095343782E1,-4.650000095E0,3.697950125E0,4.275000095E0
1.097343782E1,-4.176000118E0,3.501000166E0,4.321050167E0
1.099343782E1,-4.033950329E0,3.252000093E0,5.062950134E0
1.101343782E1,-4.188000202E0,3.181050062E0,6.637950420E0
1.103343782E1,-4.068000317E0,3.025050163E0,7.636950493E0
1.105343782E1,-3.639000177E0,3.202050209E0,7.680000305E0
1.107343782E1,-2.514000177E0,3.147000074E0,7.792050362E0
1.109343782E1,-2.464050055E0,2.628000021E0,8.599050522E0
1.111343782E1,-2.863950253E0,2.314050198E0,9.904050827E0
1.113343782E1,-2.899950027E0,2.211000204E0,9.874950409E0
1.115343782E1,-2.445000172E0,1.999950051E0,9.037050247E0
1.117343782E1,-2.111999989E0,1.533000112E0,8.865000725E0
1.119343782E1,-2.317950010E0,1.299000025E0,1.008600044E1
1.121343782E1,-2.299050093E0,1.057050109E0,1.040895081E1
1.123343782E1,-1.530000091E0,7.170000076E-1,9.652950287E0
1.125343782E1,-1.216050029E0,7.260000110E-1,1.039695072E1
1.127343782E1,-1.255050063E0,7.120500207E-1,1.161405087E1
1.129343782E1,-9.390000701E-1,9.060000181E-1,1.117995071E1
1.131343782E1,-1.819500029E-1,1.228950024E0,9.472949982E0
1.133343782E1,8.850000501E-1,1.062000036E0,9.495000839E0
1.135343782E1,1.050000072E0,4.939500093E-1,1.096200085E1
1.137343782E1,5.419500470E-1,4.969500303E-1,1.172895050E1
1.139343782E1,1.120050073E0,9.180000424E-1,1.084800053E1
1.141343782E1,2.332950115E0,1.239000082E0,1.064595032E1
1.143343782E1,2.953950167E0,1.143000007E0,1.121100044E1
1.145343782E1,2.829000235E0,1.099950075E0,1.134795094E1
1.147343782E1,3.028050184E0,9.060000181E-1,1.044495010E1
1.149343782E1,2.829000235E0,8.250000477E-1,1.143195057E1
1.151343782E1,4.069050312E0,1.083000064E0,1.180995083E1
1.153343782E1,4.800000191E0,6.000000238E-1,1.031805038E1
1.155343782E1,4.926000118E0,6.739500165E-1,1.035705090E1
1.157343782E1,5.503050327E0,9.079500437E-1,1.129500008E1
1.159343782E1,6.082950115E0,9.079500437E-1,1.165200043E1
1.161343782E1,6.037050247E0,8.290500641E-1,1.098195076E1
1.163343782E1,6.193050385E0,7.770000100E-1,1.012200069E1
1.165343782E1,6.520950317E0,4.200000167E-1,8.949000359E0
1.167343782E1,5.748000145E0,-1.390500069E-1,8.298000336E0
1.169343782E1,5.247000217E0,-3.019500077E-1,8.797950745E0
1.171343782E1,5.944050312E0,2.700000070E-2,9.547050476E0
1.173343782E1,7.543050289E0,7.840500474E-1,9.772950172E0
1.175343782E1,9.022950172E0,7.770000100E-1,9.574050903E0
1.177343782E1,8.652000427E0,1.219950080E0,8.908050537E0
1.179343782E1,8.062950134E0,1.138050079E0,7.879050255E0
1.181343782E1,8.167950630E0,6.259500384E-1,6.727050304E0
1.183343782E1,8.221050262E0,3.790500164E-1,6.741000175E0
1.185343782E1,8.218950272E0,1.159500033E-1,6.844050407E0
1.187343782E1,8.010000229E0,-5.505000427E-2,6.889950275E0
1.189343782E1,8.233050346E0,-2.539499998E-1,7.090950489E0
1.191343782E1,8.233050346E0,-2.539499998E-1,7.090950489E0
1.193343782E1,8.269050598E0,-3.070500195E-1,6.952050209E0
1.195343782E1,8.523000717E0,-1.849500090E-1,6.624000549E0
1.197343782E1,8.628000259E0,7.950000465E-3,6.403950214E0
1.199343782E1,8.821949959E0,6.599999964E-2,6.088050365E0
1.201343782E1,8.917950630E0,2.140500098E-1,6.028050423E0
1.203343782E1,8.877000809E0,3.630000055E-1,5.953950405E0
1.205343782E1,8.731050491E0,3.000000119E-1,5.893950462E0
1.207343782E1,8.793000221E0,1.950000077E-1,6.076050282E0
1.209343782E1,8.671050072E0,3.495000303E-2,6.217050076E0
1.211343782E1,8.058000565E0,-2.610000074E-1,6.499950409E0
1.213343782E1,7.357050419E0,-5.730000138E-1,7.062000275E0
1.215343782E1,7.249050140E0,-6.760500073E-1,8.008049965E0
1.217343782E1,7.314000130E0,-8.670000434E-1,8.496000290E0
1.219343782E1,7.242000580E0,-1.042050004E0,9.163949966E0
1.221343782E1,7.849950314E0,-1.135050058E0,9.484950066E0
1.223343782E1,8.130000114E0,-9.390000701E-1,9.112050056E0
1.225343782E1,8.130000114E0,-1.042050004E0,8.134950638E0
1.227343782E1,7.699050426E0,-1.135050058E0,7.150950432E0
1.229343782E1,7.656000137E0,-1.329000115E0,6.346050262E0
1.231343782E1,8.022000313E0,-1.321950078E0,6.442050457E0
1.233343782E1,8.227950096E0,-1.468050122E0,6.760050297E0
1.235343782E1,8.341050148E0,-1.522950053E0,7.627050400E0
1.237343782E1,8.740950584E0,-1.470000029E0,7.558050156E0
1.239343782E1,9.133049965E0,-1.377000093E0,7.438050270E0
1.241343782E1,9.339000702E0,-1.317000031E0,7.399950504E0
1.243343782E1,9.231000900E0,-1.248000026E0,7.692000389E0
1.245343782E1,9.102000237E0,-1.152000070E0,8.259000778E0
1.247343782E1,9.508950233E0,-8.890500665E-1,8.668950081E0
1.249343782E1,1.002105045E1,-5.770500302E-1,8.911050797E0
1.251343782E1,1.009305000E1,-2.850000262E-1,9.069000244E0
1.253343782E1,9.892050743E0,-3.360000253E-1,9.265050888E0
1.255343782E1,9.471000671E0,-3.949500322E-1,9.610050201E0
1.257343782E1,9.136050224E0,-4.939500093E-1,1.004505062E1
1.259343782E1,8.982000351E0,-5.749500394E-1,1.054800034E1
1.261343782E1,8.865000725E0,-6.370500326E-1,1.094295025E1
1.263343782E1,8.745000839E0,-5.179499984E-1,1.116600037E1
1.265343782E1,9.013050079E0,-7.090500593E-1,1.136895084E1
1.267343782E1,9.150000572E0,-7.500000596E-1,1.155405045E1
1.269343782E1,9.069000244E0,-7.860000134E-1,1.184400082E1
1.271343782E1,8.677950859E0,-7.429500222E-1,1.176495075E1
1.273343782E1,8.512949944E0,-5.800500512E-1,1.176900101E1
1.275343782E1,8.299950600E0,-4.960500300E-1,1.193205070E1
1.277343782E1,7.302000523E0,-1.540050030E0,1.267005062E1
1.279343782E1,6.399000168E0,-2.335050106E0,1.308900070E1
1.281343782E1,5.206950188E0,-3.252000093E0,1.299795055E1
1.283343782E1,4.129050255E0,-3.589050055E0,1.271505070E1
1.285343782E1,3.226050138E0,-3.739950180E0,1.284405041E1
1.287343782E1,2.877000093E0,-3.514950275E0,1.342395020E1
1.289343782E1,2.677950144E0,-2.905050039E0,1.438605022E1
1.291343782E1,4.041000366E0,-2.932950258E0,1.386000061E1
1.293343782E1,4.348950386E0,-2.919000149E0,1.240605068E1
1.295343782E1,2.716050148E0,-2.998050213E0,1.068705082E1
1.297343782E1,1.570500135E-1,-2.413950205E0,1.113000011E1
1.299343782E1,-1.072950006E0,-2.016000032E0,1.151295090E1
1.301343782E1,-9.580500722E-1,-1.501950026E0,1.060605049E1
1.303343782E1,-7.450500131E-1,-6.900000572E-1,9.210000038E0
1.305343782E1,-5.239500403E-1,-1.990500093E-1,7.480950356E0
1.307343782E1,-1.555950046E0,-2.299500108E-1,6.643050194E0
1.309343782E1,-3.982050180E0,-3.690000176E-1,7.990950584E0
1.311343782E1,-5.470950127E0,-6.040500402E-1,9.186000824E0
1.313343782E1,-4.165950298E0,-7.810500264E-1,8.037000656E0
1.315343782E1,-2.856000185E0,-4.510500133E-1,5.736000061E0
1.317343782E1,-2.041949987E0,1.300500035E-1,3.322050095E0
1.319343782E1,-4.999500215E-1,1.654950023E0,4.110000134E-1
1.321343782E1,6.405000389E-2,2.125050068E0,-8.329500556E-1
1.323343782E1,4.110000134E-1,2.512950182E0,-2.293950081E0
1.325343782E1,9.780000448E-1,2.826000214E0,-4.192049980E0
1.327343782E1,1.147950053E0,3.102000237E0,-5.725050449E0
1.329343782E1,9.060000181E-1,3.030000210E0,-7.003050327E0
1.331343782E1,2.380500138E-1,2.613000154E0,-7.606950283E0
1.333343782E1,-3.660000265E-1,1.933050036E0,-8.038050652E0
1.335343782E1,-8.190000653E-1,1.416000009E0,-8.145000458E0
1.337343782E1,-1.054050088E0,1.267950058E0,-8.404050827E0
1.339343782E1,-6.270000339E-1,1.609950066E0,-9.931050301E0
1.341343782E1,8.149500489E-1,2.764050245E0,-1.312095070E1
1.343343782E1,2.934000254E0,4.486050129E0,-1.689599991E1
1.345343782E1,4.548000336E0,6.457950115E0,-1.997805023E1
1.347343782E1,5.524950027E0,6.463050365E0,-1.990800095E1
1.349343782E1,3.826950073E0,6.679050446E0,-1.744695091E1
1.351343782E1,3.408000231E0,6.268950462E0,-1.473195076E1
1.353343782E1,2.368950129E0,5.986950397E0,-1.279695034E1
1.355343782E1,1.225050092E0,5.685000420E0,-1.150200081E1
1.357343782E1,-4.605000094E-2,5.167950153E0,-1.042200089E1
1.359343782E1,-1.173000097E0,4.588050365E0,-1.006995010E1
1.361343782E1,-2.172000170E0,3.360000134E0,-7.336050510E0
1.363343782E1,-3.193950176E0,2.862000227E0,-5.779950142E0
1.365343782E1,-4.087049961E0,2.671050072E0,-4.930050373E0
1.367343782E1,-3.828000069E0,2.866950035E0,-4.495950222E0
1.369343782E1,-3.868950129E0,2.944050074E0,-3.610950232E0
1.369343782E1,-3.828000069E0,2.866950035E0,-4.495950222E0
1.373343782E1,-5.425050259E0,2.685000181E0,-5.359500051E-1
1.375343782E1,-5.490000248E0,2.647050142E0,-1.099500060E-1
1.377343782E1,-4.726050377E0,2.458050013E0,1.206000090E0
1.379343782E1,-5.020950317E0,2.271000147E0,2.994000196E0
1.381343782E1,-5.614950180E0,2.130000114E0,2.925000191E0
1.383343782E1,-5.952000141E0,2.047950029E0,3.127950191E0
1.385343782E1,-5.575950146E0,2.215950012E0,4.153050423E0
1.387343782E1,-4.915050030E0,2.491050005E0,4.336950302E0
1.389343782E1,-4.923000336E0,2.412000179E0,4.867050171E0
1.391343782E1,-5.338950157E0,2.488950014E0,6.556950092E0
1.393343782E1,-5.184000015E0,2.692050219E0,6.756000519E0
1.395343782E1,-4.498950005E0,2.695050240E0,6.691050529E0
1.397343782E1,-4.128000259E0,2.560950041E0,7.345050335E0
1.399343782E1,-4.384050369E0,2.640000105E0,7.986000538E0
1.401343782E1,-4.401000023E0,2.460000038E0,7.792050362E0
1.403343782E1,-4.401000023E0,2.460000038E0,7.792050362E0
1.405343782E1,-3.831000090E0,1.963950038E0,1.001895046E1
1.407343782E1,-3.666000128E0,1.990950108E0,9.127950668E0
1.409343782E1,-2.575950146E0,1.975950122E0,7.792050362E0
1.411343782E1,-2.047049999E0,1.758000135E0,8.844000816E0
1.413343782E1,-2.478000164E0,1.260000110E0,1.037100029E1
1.415343782E1,-2.791950226E0,9.319500327E-1,1.052895069E1
1.417343782E1,-2.173950195E0,7.669500113E-1,9.307950020E0
1.419343782E1,-1.413000107E0,6.240000129E-1,9.682050705E0
1.421343782E1,-9.100500345E-1,3.840000033E-1,1.018695068E1
1.423343782E1,-9.390000701E-1,1.450500041E-1,1.030905056E1
1.425343782E1,-5.959500074E-1,-3.600000218E-2,1.024200058E1
1.427343782E1,3.289500177E-1,-2.700000070E-2,1.017195034E1
1.429343782E1,1.483050108E0,2.760000229E-1,1.047195053E1
1.431343782E1,2.419950008E0,5.680500269E-1,1.089300060E1
1.433343782E1,2.785950184E0,5.230500102E-1,1.052895069E1
1.435343782E1,2.857950211E0,3.070500195E-1,1.051695061E1
1.437343782E1,2.659050226E0,-1.200000010E-2,1.131195068E1
1.439343782E1,2.671050072E0,-2.920500040E-1,1.252395058E1
1.441343782E1,2.683050156E0,-7.200000435E-2,1.189395046E1
1.443343782E1,3.258000135E0,3.240000010E-1,1.061295033E1
1.445343782E1,4.165050030E0,7.189500332E-1,9.805950165E0
1.447343782E1,4.785000324E0,2.380500138E-1,1.086705017E1
1.449343782E1,5.125050068E0,2.050500065E-1,1.013595009E1
1.451343782E1,5.664000034E0,-1.030500084E-1,9.631050110E0
1.453343782E1,6.106950283E0,-3.259500265E-1,9.342000008E0
1.455343782E1,6.460950375E0,-5.560500026E-1,8.676000595E0
1.457343782E1,6.616950512E0,-6.589500308E-1,7.444950581E0
1.459343782E1,7.282050133E0,-7.500000596E-1,6.744000435E0
1.461343782E1,8.638050079E0,-7.740000486E-1,7.318050385E0
1.463343782E1,9.925950050E0,-9.169500470E-1,8.226000786E0
1.465343782E1,9.712950706E0,-1.080000043E0,9.093000412E0
1.467343782E1,9.094950676E0,-1.192950010E0,9.504000664E0
1.469343782E1,9.183000565E0,-1.345950007E0,9.049050331E0
1.471343782E1,9.511050224E0,-1.276950002E0,8.362050056E0
1.473343782E1,9.685950279E0,-1.273950100E0,7.861950397E0
1.475343782E1,9.451950073E0,-1.474950075E0,7.897950172E0
1.477343782E1,9.231000900E0,-1.621050119E0,8.197050095E0
1.479343782E1,9.306000710E0,-1.614000082E0,8.425050735E0
1.481343782E1,9.538050652E0,-1.396050096E0,8.440950394E0
1.483343782E1,9.643050194E0,-1.297950029E0,8.191950798E0
1.485343782E1,9.412950516E0,-1.345950007E0,7.845000267E0
1.487343782E1,9.154950142E0,-1.378950119E0,7.387950420E0
1.489343782E1,9.283950806E0,-1.084950089E0,6.411000252E0
1.491343782E1,9.757950783E0,-9.960000515E-1,5.914950371E0
1.493343782E1,1.000005054E1,-9.630000591E-1,5.616000175E0
1.495343782E1,9.781949997E0,-6.300000548E-1,5.311950207E0
1.497343782E1,9.628950119E0,-3.499500155E-1,4.720950127E0
1.499343782E1,9.612000465E0,-8.205000311E-2,4.000050068E0
1.501343782E1,9.412950516E0,6.000000052E-3,3.226950169E0
1.503343782E1,9.154950142E0,-4.699500203E-1,2.367000103E0
1.505343782E1,8.581950188E0,-1.152000070E0,2.824050188E0
1.507343782E1,8.083950043E0,-1.630950093E0,3.976050138E0
1.509343782E1,8.095950127E0,-1.851000071E0,5.398050308E0
1.511343782E1,8.524950027E0,-1.854000092E0,6.255000114E0
1.513343782E1,9.085050583E0,-2.014050007E0,6.889950275E0
1.515343782E1,8.890950203E0,-1.927950144E0,6.559050083E0
1.517343782E1,9.181050301E0,-1.846050143E0,6.070950508E0
1.519343782E1,9.526050568E0,-2.308050156E0,5.536950111E0
1.521343782E1,9.222000122E0,-2.524050236E0,5.029050350E0
1.523343782E1,9.436950684E0,-2.725050211E0,5.082000256E0
1.525343782E1,9.574050903E0,-2.602950096E0,5.458050251E0
1.527343782E1,9.193050385E0,-2.260950089E0,5.350050449E0
1.529343782E1,9.229050636E0,-1.855950117E0,4.998000145E0
1.531343782E1,9.229050636E0,-1.855950117E0,4.998000145E0
1.533343782E1,9.708000183E0,-9.799500704E-1,4.096050262E0
1.535343782E1,8.962950706E0,-9.439500570E-1,4.122000217E0
1.537343782E1,7.942950249E0,-1.023000002E0,4.444950104E0
1.539343782E1,7.347000122E0,-1.152000070E0,4.696950436E0
1.541343782E1,7.603050232E0,-1.204950094E0,5.119950294E0
1.543343782E1,8.436000824E0,-1.032000065E0,5.970000267E0
1.545343782E1,9.271950722E0,-9.889500737E-1,6.835050106E0
1.547343782E1,9.736950874E0,-1.055999994E0,8.140049934E0
1.549343782E1,9.628950119E0,-1.288950086E0,9.064050674E0
1.551343782E1,9.463950157E0,-1.569000125E0,9.259950638E0
1.553343782E1,9.543000221E0,-1.576050043E0,9.394050598E0
1.555343782E1,9.361050606E0,-1.711950064E0,9.672000885E0
1.557343782E1,8.946000099E0,-1.870050073E0,9.973950386E0
1.559343782E1,8.452950478E0,-1.971000075E0,9.997950554E0
1.561343782E1,8.281050682E0,-1.899000049E0,9.837000847E0
1.563343782E1,8.379000664E0,-1.807950139E0,9.619050026E0
1.565343782E1,7.903050423E0,-1.650000095E0,9.571050644E0
1.567343782E1,7.402050495E0,-1.336050034E0,9.310050011E0
1.569343782E1,7.153050423E0,-1.126049995E0,8.827050209E0
1.571343782E1,6.717000484E0,-8.119500279E-1,8.680950165E0
1.573343782E1,6.784050465E0,-2.710500062E-1,9.981000900E0
1.575343782E1,6.418050289E0,-3.640500307E-1,1.038300037E1
1.577343782E1,5.958000183E0,-3.310500085E-1,1.040895081E1
1.579343782E1,5.757000446E0,-4.480500221E-1,1.018005085E1
1.581343782E1,5.013000011E0,-7.069500089E-1,1.037295055E1
1.583343782E1,3.973050117E0,-8.260500431E-1,1.049595070E1
1.585343782E1,3.459000111E0,-8.140500188E-1,1.069395065E1
1.587343782E1,3.217050076E0,-1.006049991E0,1.134795094E1
1.589343782E1,2.536950111E0,-9.270000458E-1,1.167600060E1
1.591343782E1,2.130000114E0,-9.529500604E-1,1.172400093E1
1.593343782E1,1.768050075E0,-4.939500093E-1,1.188705063E1
1.595343782E1,1.627050042E0,-3.480000198E-1,1.229805088E1
1.597343782E1,1.663050056E0,-3.400500119E-1,1.237500095E1
1.599343782E1,1.404000044E0,-7.879500389E-1,1.189605045E1
1.601343782E1,-2.400000021E-2,-1.003950000E0,1.110405064E1
1.603343782E1,-1.393950105E0,-1.141950011E0,1.100100040E1
1.605343782E1,-1.798050046E0,-1.219050050E0,1.159005070E1
1.607343782E1,-2.068950176E0,-1.276950002E0,1.220700073E1
1.609343782E1,-1.819950104E0,-1.719000101E0,1.281600094E1
1.611343782E1,-1.611000061E0,-2.289000034E0,1.302600098E1
1.613343782E1,-1.711950064E0,-3.055050135E0,1.316805077E1
1.615343782E1,-2.140950203E0,-4.012950420E0,1.400295067E1
1.617343782E1,-3.619950056E0,-4.405950069E0,1.576095104E1
1.619343782E1,-2.338950157E0,-3.877050161E0,1.454205036E1
1.621343782E1,-2.970000207E-1,-3.115050077E0,1.237005043E1
1.623343782E1,8.250000477E-1,-2.518950224E0,1.024395084E1
1.625343782E1,-6.510000229E-1,-1.837050080E0,9.199950218E0
1.627343782E1,-2.718000174E0,-1.590000033E0,8.877000809E0
1.629343782E1,-2.446950197E0,-1.188000083E0,8.298000336E0
1.631343782E1,-7.759500146E-1,-4.740000367E-1,6.507000446E0
1.633343782E1,1.024049997E0,6.760500073E-1,3.942000151E0
1.635343782E1,1.902000070E0,1.756050110E0,1.273050070E0
1.637343782E1,1.753950119E0,2.316000223E0,-6.940500140E-1
1.639343782E1,1.447950125E0,2.995950222E0,-1.650000095E0
1.641343782E1,1.771050096E0,3.283950090E0,-1.984950066E0
1.643343782E1,1.051950097E0,3.094050169E0,-1.528050065E0
1.645343782E1,1.143000007E0,2.746950150E0,-1.261950016E0
1.647343782E1,1.585950017E0,2.541000128E0,-2.155050039E0
1.649343782E1,1.713000059E0,1.939950109E0,-4.565999985E0
