"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.651343782E1,8.920500278E-1,1.110000014E0,-6.486000538E0
1.653343782E1,9.000000544E-3,6.379500031E-1,-6.285000324E0
1.655343782E1,1.639050126E0,-1.420500129E-1,-5.542950153E0
1.657343782E1,7.440000176E-1,1.350000054E-1,-6.772950172E0
1.659343782E1,7.440000176E-1,1.350000054E-1,-6.772950172E0
1.659343782E1,4.864050388E0,2.922000170E0,-1.642995071E1
1.663343782E1,9.969000816E0,7.275000572E0,-3.190395164E1
1.665343782E1,9.832050323E0,7.441950321E0,-3.181995201E1
1.667343782E1,8.881950378E0,6.130050182E0,-2.440305138E1
1.669343782E1,8.881950378E0,6.130050182E0,-2.440305138E1
1.671343782E1,3.636000156E0,3.010950089E0,-1.257705021E1
1.673343782E1,1.807050109E0,2.164950132E0,-1.059495068E1
1.675343782E1,5.470499992E-1,1.489950061E0,-1.023795033E1
1.677343782E1,-1.099500060E-1,1.162050009E0,-9.903000832E0
1.679343782E1,-4.330500066E-1,1.224000096E0,-8.779950142E0
1.681343782E1,-1.044000030E0,1.179000020E0,-6.880950451E0
1.683343782E1,-1.599000096E0,1.243950009E0,-4.824000359E0
1.685343782E1,-1.683000088E0,1.561950088E0,-2.926050186E0
1.687343782E1,-2.143050194E0,2.188950062E0,-2.148000002E0
1.689343782E1,-2.595000029E0,2.232000113E0,-1.899000049E0
1.691343782E1,-2.770050049E0,2.355000019E0,6.405000389E-2
1.693343782E1,-3.321000099E0,2.284950018E0,2.659050226E0
1.695343782E1,-3.478950262E0,2.235000134E0,3.574050188E0
1.697343782E1,-3.847950220E0,2.398050070E0,2.985000134E0
1.699343782E1,-2.908950090E0,2.575050116E0,2.221050024E0
1.701343782E1,-2.812950134E0,1.701000094E0,6.009000301E0
1.703343782E1,-4.269000053E0,1.794000030E0,8.365050316E0
1.705343782E1,-4.164000034E0,1.794000030E0,8.269050598E0
1.707343782E1,-3.187050104E0,2.158050060E0,6.528000355E0
1.709343782E1,-2.655000210E0,2.556000233E0,5.386050224E0
1.711343782E1,-2.136000156E0,2.251950026E0,5.434050083E0
1.713343782E1,-2.136000156E0,2.251950026E0,5.434050083E0
1.715343782E1,-1.333950043E0,1.516950130E0,9.121050835E0
1.717343782E1,-1.642950058E0,9.990000725E-1,8.464950562E0
1.719343782E1,-2.020950079E0,5.299500227E-1,9.214950562E0
1.721343782E1,-1.767000079E0,4.009500146E-1,1.018200016E1
1.723343782E1,-1.270500124E-1,3.360000253E-1,9.018000603E0
1.725343782E1,9.780000448E-1,-3.090000153E-1,8.350049973E0
1.727343782E1,7.699500322E-1,-1.315050006E0,1.155900097E1
1.729343782E1,-2.080500126E-1,-1.590000033E0,1.545900059E1
1.731343782E1,3.150000274E-1,-1.348050117E0,1.467795086E1
1.733343782E1,1.777950048E0,-1.249950051E0,1.141305065E1
1.735343782E1,2.941950083E0,-1.356000066E0,1.080000019E1
1.737343782E1,3.334050179E0,-1.710000038E0,1.285395050E1
1.739343782E1,2.824050188E0,-1.951950073E0,1.455900097E1
1.741343782E1,2.101050138E0,-1.987950087E0,1.517895031E1
1.743343782E1,2.101050138E0,-1.987950087E0,1.517895031E1
1.745343782E1,2.101050138E0,-1.987950087E0,1.517895031E1
1.747343782E1,6.804000378E0,-8.650500178E-1,1.004805088E1
1.749343782E1,6.130950451E0,-1.741050124E0,1.089105034E1
1.751343782E1,5.199000359E0,-2.377950191E0,1.292805099E1
1.753343782E1,4.873950005E0,-1.912950039E0,1.380405045E1
1.755343782E1,6.070950508E0,-6.040500402E-1,1.302600098E1
1.757343782E1,8.214000702E0,6.795000285E-2,1.115595055E1
1.759343782E1,9.090000153E0,-4.605000094E-2,9.330000877E0
1.761343782E1,8.431950569E0,-9.960000515E-1,8.788050652E0
1.763343782E1,6.703050137E0,-1.801050067E0,9.231000900E0
1.765343782E1,5.239950180E0,-1.885050058E0,1.054305077E1
1.767343782E1,5.986950397E0,-1.861050129E0,1.137195015E1
1.769343782E1,7.384950161E0,-1.612050056E0,1.089795017E1
1.771343782E1,7.950000286E0,-1.291050076E0,9.672000885E0
1.773343782E1,7.795050144E0,-1.273950100E0,8.604000092E0
1.775343782E1,7.608000278E0,-1.297950029E0,8.202000618E0
1.777343782E1,7.711050510E0,-1.348050117E0,8.062950134E0
1.779343782E1,7.905000210E0,-1.408050060E0,7.789950371E0
1.781343782E1,8.235000610E0,-1.348050117E0,7.597950459E0
1.783343782E1,8.407950401E0,-1.261950016E0,7.378050327E0
1.785343782E1,8.407950401E0,-1.261950016E0,7.378050327E0
1.787343782E1,8.671050072E0,-1.639950037E0,6.552000523E0
1.789343782E1,8.302050591E0,-1.930050135E0,6.235950470E0
1.791343782E1,8.191950798E0,-2.188950062E0,6.174000263E0
1.793343782E1,8.500950813E0,-2.227050066E0,6.121050358E0
1.795343782E1,9.118950844E0,-2.134050131E0,5.781000137E0
1.797343782E1,9.523050308E0,-1.980000138E0,5.458050251E0
1.799343782E1,9.325050354E0,-1.834050059E0,4.977000237E0
1.801343782E1,9.400950432E0,-1.750950098E0,4.588950157E0
1.803343782E1,9.475950241E0,-1.759950042E0,4.117050171E0
1.805343782E1,9.504000664E0,-1.843950033E0,4.222949982E0
1.807343782E1,9.495000839E0,-2.042999983E0,4.926000118E0
1.809343782E1,8.434050560E0,-2.067000151E0,6.247950077E0
1.811343782E1,8.061000824E0,-2.431050062E0,9.555000305E0
1.813343782E1,9.241050720E0,-2.622000217E0,1.060800076E1
1.815343782E1,9.130949974E0,-2.119050026E0,9.397050858E0
1.817343782E1,8.259000778E0,-1.396050096E0,6.004050255E0
1.819343782E1,7.237050533E0,-8.410500288E-1,2.524950027E0
1.821343782E1,7.498050213E0,-1.135050058E0,1.102950096E0
1.823343782E1,7.384950161E0,-1.542000055E0,1.456950068E0
1.825343782E1,7.347000122E0,-1.717050076E0,2.455950022E0
1.827343782E1,7.713000298E0,-1.734000087E0,3.202950239E0
1.829343782E1,1.030905056E1,-1.183050036E0,3.009000063E0
1.831343782E1,1.023900032E1,-1.261950016E0,3.430050135E0
1.833343782E1,9.387000084E0,-1.912950039E0,4.536000252E0
1.835343782E1,8.355000496E0,-2.596050024E0,5.656950474E0
1.837343782E1,8.506050110E0,-3.193950176E0,5.961000443E0
1.839343782E1,9.753000259E0,-3.204000235E0,5.583000183E0
1.841343782E1,1.035405064E1,-2.851950169E0,5.548950195E0
1.843343782E1,1.026795006E1,-2.821050167E0,5.848050117E0
1.845343782E1,9.708000183E0,-2.842050076E0,6.286050320E0
1.847343782E1,9.862950325E0,-2.635950089E0,6.592950344E0
1.849343782E1,1.055805016E1,-1.879950047E0,7.029000282E0
1.851343782E1,1.135305023E1,-1.648050070E0,6.910950184E0
1.853343782E1,1.095000076E1,-1.867950082E0,6.880050182E0
1.855343782E1,9.856050491E0,-2.185950041E0,7.207950115E0
1.857343782E1,9.468000412E0,-2.236950159E0,7.953000546E0
1.859343782E1,9.823050499E0,-2.068950176E0,8.580000877E0
1.861343782E1,1.013400078E1,-1.966050148E0,8.725950241E0
1.863343782E1,9.439949989E0,-1.978050113E0,8.962950706E0
1.865343782E1,8.641950607E0,-1.954050064E0,9.283950806E0
1.867343782E1,8.736000061E0,-1.927950144E0,9.751049995E0
1.869343782E1,8.881950378E0,-1.789050102E0,1.008900070E1
1.871343782E1,8.881950378E0,-1.789050102E0,1.008900070E1
1.873343782E1,8.881950378E0,-1.789050102E0,1.008900070E1
1.875343782E1,8.913000107E0,-1.175999999E0,1.155405045E1
1.877343782E1,8.239950180E0,-1.269000053E0,1.201095104E1
1.879343782E1,7.014000416E0,-9.799500704E-1,1.237305069E1
1.881343782E1,6.937950134E0,-4.000500143E-1,1.308900070E1
1.883343782E1,7.354050159E0,-2.689500153E-1,1.322700024E1
1.885343782E1,6.601950169E0,-6.490500569E-1,1.233705044E1
1.887343782E1,5.071950436E0,-7.930500507E-1,1.149900055E1
1.889343782E1,4.222050190E0,-6.780000329E-1,1.147200012E1
1.891343782E1,3.853950262E0,-4.410000145E-1,1.186005020E1
1.893343782E1,3.580950260E0,-2.160000056E-1,1.197495079E1
1.895343782E1,3.010950089E0,-2.329500169E-1,1.143900013E1
1.897343782E1,2.013000011E0,-3.859500289E-1,1.110600090E1
1.899343782E1,1.153050065E0,-3.160500228E-1,1.065105057E1
1.901343782E1,6.570000052E-1,-1.540500075E-1,9.727050781E0
1.903343782E1,-2.539499998E-1,-4.095000029E-2,9.423000336E0
1.905343782E1,-1.240050077E0,1.305000018E-2,9.523050308E0
1.907343782E1,-1.698000073E0,2.260500044E-1,8.800050735E0
1.909343782E1,-1.819950104E0,5.040000081E-1,8.374050140E0
1.911343782E1,-2.227050066E0,6.520500183E-1,8.414999962E0
1.913343782E1,-2.227050066E0,6.520500183E-1,8.414999962E0
1.915343782E1,-3.747000217E0,9.900000691E-1,7.183950424E0
1.917343782E1,-4.207050323E0,1.106999993E0,6.579000473E0
1.919343782E1,-4.372050285E0,1.312950015E0,5.499000072E0
1.921343782E1,-4.702050209E0,1.459050059E0,4.936050415E0
1.923343782E1,-5.485050201E0,1.375050068E0,5.082000256E0
1.925343782E1,-6.328050137E0,1.119000077E0,5.106000423E0
1.927343782E1,-6.574950218E0,1.167000055E0,4.849950314E0
1.929343782E1,-6.228000164E0,1.473000050E0,3.612000227E0
1.931343782E1,-5.689050198E0,1.897050142E0,1.972050071E0
1.933343782E1,-5.650950432E0,2.479050159E0,1.084050059E0
1.935343782E1,-5.244000435E0,2.794950247E0,6.360000372E-1
1.937343782E1,-4.621050358E0,3.220950127E0,1.120500043E-1
1.939343782E1,-4.342950344E0,3.565950155E0,-8.160000443E-1
1.941343782E1,-4.057950020E0,3.820050240E0,-1.281000018E0
1.943343782E1,-3.124950171E0,4.453950405E0,-2.428050041E0
1.945343782E1,-2.856000185E0,4.882950306E0,-3.682050228E0
1.947343782E1,-3.369000196E0,4.864050388E0,-3.678000212E0
1.949343782E1,-2.848950148E0,4.335000038E0,-2.703000069E0
1.951343782E1,-2.353950024E0,3.195000172E0,-2.503950119E0
1.953343782E1,-3.052950144E0,3.358050108E0,-4.081950188E0
1.955343782E1,-6.460500360E-1,3.159000158E0,-6.295050144E0
1.957343782E1,-1.005000062E-2,3.126000166E0,-8.112000465E0
1.959343782E1,-1.005000062E-2,3.126000166E0,-8.112000465E0
1.961343782E1,2.050500065E-1,2.604000092E0,-9.199050903E0
1.963343782E1,3.769500256E-1,2.764050245E0,-7.971000195E0
1.965343782E1,1.063950062E0,3.432000160E0,-8.088000298E0
1.967343782E1,2.752050161E0,4.675050259E0,-9.895950317E0
1.969343782E1,5.013000011E0,5.917050362E0,-1.322805023E1
1.971343782E1,7.065000534E0,6.822000504E0,-1.725105095E1
1.973343782E1,7.930950165E0,7.165050507E0,-1.918500137E1
1.975343782E1,7.837950230E0,6.814950466E0,-1.816305161E1
1.977343782E1,6.559050083E0,6.075000286E0,-1.563195038E1
1.979343782E1,4.965000153E0,5.119950294E0,-1.265895081E1
1.981343782E1,3.622050285E0,4.732050419E0,-1.024800014E1
1.983343782E1,2.640000105E0,4.605000019E0,-9.462000847E0
1.985343782E1,1.989000082E0,4.678950310E0,-9.691950798E0
1.987343782E1,1.636950135E0,4.572000027E0,-9.508050919E0
1.989343782E1,7.939500213E-1,3.825000286E0,-8.722050667E0
1.991343782E1,-6.870000362E-1,3.166050196E0,-7.683000565E0
1.993343782E1,-2.160000086E0,2.794950247E0,-7.045950413E0
1.995343782E1,-2.152050018E0,2.730000019E0,-6.388050079E0
1.997343782E1,-2.266950130E0,2.758950233E0,-5.220000267E0
1.999343782E1,-2.950050116E0,2.302050114E0,-3.843000174E0
2.001343782E1,-4.018050194E0,2.328000069E0,-2.119050026E0
2.003343782E1,-4.018050194E0,2.328000069E0,-2.119050026E0
2.005343782E1,-3.795000076E0,2.742000103E0,-2.128050089E0
2.007343782E1,-4.099050045E0,2.685000181E0,-2.269950151E0
2.009343782E1,-4.543950081E0,2.524950027E0,-6.439500451E-1
2.011343782E1,-4.731000423E0,2.517000198E0,1.218000054E0
2.013343782E1,-4.587000370E0,2.512950182E0,2.190000057E0
2.015343782E1,-4.495950222E0,2.737950087E0,2.335950136E0
2.017343782E1,-4.698000431E0,2.587050200E0,2.053050041E0
2.019343782E1,-5.193000317E0,2.223000050E0,3.277050257E0
2.021343782E1,-5.434950352E0,1.924050093E0,5.460000038E0
2.023343782E1,-5.229000092E0,2.094000101E0,6.327000141E0
2.025343782E1,-5.029950142E0,2.125050068E0,5.668950081E0
2.027343782E1,-4.662000179E0,1.857000113E0,5.572950363E0
2.029343782E1,-4.743000031E0,1.693950057E0,6.901950359E0
2.031343782E1,-4.851000309E0,1.429950118E0,8.334000587E0
2.033343782E1,-4.236000061E0,1.354050040E0,8.472000122E0
2.035343782E1,-3.598950148E0,1.495050073E0,8.298000336E0
2.037343782E1,-3.208050251E0,1.435050011E0,8.137050629E0
2.039343782E1,-2.950050116E0,1.303950071E0,8.977950096E0
2.041343782E1,-1.903050065E0,4.249500334E-1,9.958950043E0
2.043343782E1,-1.903050065E0,4.249500334E-1,9.958950043E0
2.045343782E1,-1.903050065E0,4.249500334E-1,9.958950043E0
2.047343782E1,-1.027050018E0,7.005000114E-2,1.132905006E1
2.049343782E1,1.950000077E-1,-2.230500132E-1,1.114395046E1
2.051343782E1,2.140500098E-1,-5.299500227E-1,1.155105019E1
2.053343782E1,2.140500098E-1,-5.299500227E-1,1.155105019E1
2.053343782E1,2.959500253E-1,-6.880500317E-1,1.195800018E1
2.057343782E1,2.047950029E0,-6.439500451E-1,1.282995033E1
2.059343782E1,2.544000149E0,-8.239500523E-1,1.302195072E1
2.061343782E1,1.941000104E0,-1.164000034E0,1.266000080E1
2.063343782E1,1.261050105E0,-9.990000725E-1,1.218405056E1
2.065343782E1,2.499000072E0,-7.590000629E-1,1.223895073E1
2.067343782E1,3.079950094E0,3.495000303E-2,1.140495014E1
2.069343782E1,4.747050285E0,-1.560000032E-1,1.076100063E1
2.071343782E1,5.446050167E0,2.550000250E-1,1.026600075E1
2.073343782E1,6.502050400E0,5.100000277E-2,1.031595039E1
2.075343782E1,6.439950466E0,-3.120000064E-1,1.007895088E1
2.077343782E1,5.985000134E0,-7.309500575E-1,9.610050201E0
2.079343782E1,5.817000389E0,-1.072950006E0,9.598050117E0
2.081343782E1,6.217050076E0,-7.930500507E-1,9.757950783E0
2.083343782E1,8.650050163E0,-4.429500103E-1,1.021500015E1
2.085343782E1,8.650050163E0,-4.429500103E-1,1.021500015E1
2.087343782E1,7.789950371E0,-4.240500331E-1,8.902950287E0
2.089343782E1,7.965000153E0,-5.389500260E-1,8.707050323E0
2.091343782E1,8.602050781E0,-6.709500551E-1,8.583000183E0
2.093343782E1,9.235950470E0,-6.829500198E-1,8.401050568E0
2.095343782E1,9.667050362E0,-8.530500531E-1,8.061000824E0
2.097343782E1,9.400950432E0,-1.114050031E0,8.170949936E0
2.099343782E1,8.994000435E0,-1.375050068E0,8.194950104E0
2.101343782E1,8.688000679E0,-1.438950062E0,7.846950531E0
2.103343782E1,8.755050659E0,-1.408050060E0,7.170000553E0
2.105343782E1,9.022950172E0,-1.492050052E0,6.700950146E0
2.107343782E1,8.958000183E0,-1.651950121E0,6.532950401E0
2.109343782E1,8.764050484E0,-2.031000137E0,6.540000439E0
2.111343782E1,8.424000740E0,-2.458950043E0,6.612000465E0
2.113343782E1,8.377050400E0,-2.605050087E0,6.604950428E0
2.115343782E1,8.685000420E0,-2.445000172E0,6.880050182E0
2.117343782E1,9.102000237E0,-2.275050163E0,6.892050266E0
2.119343782E1,9.579000473E0,-2.152950048E0,6.705000401E0
2.121343782E1,9.625950813E0,-2.293950081E0,6.229050159E0
2.123343782E1,9.114000320E0,-2.377950191E0,5.701950073E0
2.125343782E1,9.267000198E0,-2.019000053E0,5.226000309E0
2.127343782E1,9.601950645E0,-7.789500356E-1,4.950000286E0
2.129343782E1,9.439949989E0,1.519500017E-1,4.708950043E0
2.131343782E1,1.011705017E1,-1.300500035E-1,5.368950367E0
2.133343782E1,9.054000854E0,1.879500151E-1,6.421050072E0
2.135343782E1,8.590050697E0,4.510500133E-1,6.226950169E0
2.137343782E1,8.221050262E0,-1.009500027E-1,5.242950439E0
2.139343782E1,7.029000282E0,-4.840500355E-1,3.580950260E0
2.141343782E1,7.345050335E0,-5.460000038E-1,1.675050020E0
2.143343782E1,7.885950565E0,-4.480500221E-1,1.024049997E0
2.145343782E1,8.452950478E0,1.450500041E-1,1.299000025E0
2.147343782E1,9.757950783E0,-5.340000391E-1,1.816050053E0
2.149343782E1,8.911050797E0,-1.402950048E0,2.761950016E0
2.151343782E1,7.840050220E0,-1.878000140E0,3.760050297E0
2.153343782E1,7.893000603E0,-1.849050045E0,4.516950130E0
2.155343782E1,8.949000359E0,-2.236950159E0,4.551000118E0
2.157343782E1,9.451950073E0,-2.143050194E0,4.966950417E0
2.159343782E1,9.583050728E0,-1.779000044E0,5.539050102E0
2.161343782E1,9.643050194E0,-1.363050103E0,6.157050133E0
2.163343782E1,9.969000816E0,-1.795950055E0,6.655050278E0
2.165343782E1,9.454050064E0,-2.167050123E0,6.919050217E0
2.167343782E1,9.364950180E0,-2.158050060E0,8.020050049E0
2.169343782E1,9.364950180E0,-2.158050060E0,8.020050049E0
2.171343782E1,1.118700027E1,-2.232000113E0,8.848050117E0
2.173343782E1,1.063695049E1,-2.268000126E0,8.824049950E0
2.175343782E1,9.801000595E0,-2.494950056E0,8.683050156E0
2.177343782E1,9.241050720E0,-2.794950247E0,8.530050278E0
2.179343782E1,8.551050186E0,-2.707950115E0,8.608950615E0
2.181343782E1,8.677950859E0,-2.407050133E0,8.878950119E0
2.183343782E1,9.492000580E0,-2.059050083E0,9.732000351E0
2.185343782E1,9.442049980E0,-2.173950195E0,1.054800034E1
2.187343782E1,8.508000374E0,-2.127000093E0,1.113705063E1
2.189343782E1,8.673000336E0,-2.056950092E0,1.124295044E1
2.191343782E1,8.877000809E0,-1.492050052E0,1.130505085E1
2.193343782E1,9.340950012E0,-1.348050117E0,1.159500027E1
2.195343782E1,9.169050217E0,-1.165950060E0,1.178805065E1
2.197343782E1,8.278050423E0,-1.245000005E0,1.183605099E1
2.199343782E1,7.078950405E0,-1.195050001E0,1.229595089E1
2.201343782E1,6.933000565E0,-9.679500461E-1,1.274100018E1
2.203343782E1,6.952050209E0,-8.790000677E-1,1.295700073E1
2.205343782E1,6.133050442E0,-1.090050101E0,1.303395081E1
2.207343782E1,4.989000320E0,-1.273950100E0,1.316505051E1
2.209343782E1,3.942000151E0,-1.341000080E0,1.305000019E1
2.211343782E1,2.391000032E0,-1.147050023E0,1.311000061E1
2.213343782E1,2.391000032E0,-1.147050023E0,1.311000061E1
2.215343782E1,1.267950058E0,-1.096950054E0,1.175505066E1
2.217343782E1,3.889500201E-1,-9.799500704E-1,1.090995026E1
2.219343782E1,-6.199500561E-1,-8.929500580E-1,1.023495007E1
2.221343782E1,-1.573050022E0,-7.189500332E-1,1.015095043E1
2.223343782E1,-2.023050070E0,-4.549500346E-1,9.267000198E0
2.225343782E1,-2.461050034E0,-2.059500068E-1,8.191950798E0
2.227343782E1,-2.964000225E0,3.495000303E-2,7.881000519E0
2.229343782E1,-3.832950115E0,2.020500153E-1,8.427000046E0
2.231343782E1,-3.868950129E0,3.510000110E-1,7.711050510E0
2.233343782E1,-3.823950291E0,6.330000162E-1,6.094950199E0
2.235343782E1,-4.019999981E0,8.700000644E-1,4.687050343E0
2.237343782E1,-4.051050186E0,1.153050065E0,3.961950302E0
2.239343782E1,-4.300050259E0,1.441950083E0,3.231000185E0
2.241343782E1,-4.686000347E0,1.524000049E0,3.106950045E0
2.243343782E1,-5.023050308E0,1.576050043E0,3.250050068E0
2.245343782E1,-5.368050098E0,1.665000081E0,3.178950071E0
2.247343782E1,-5.173950195E0,1.713000059E0,2.226000071E0
2.249343782E1,-4.543950081E0,2.152950048E0,1.258050084E0
2.251343782E1,-4.008000374E0,2.632050037E0,3.169500232E-1
2.253343782E1,-4.173000336E0,2.824050188E0,-3.280500174E-1
2.255343782E1,-4.173000336E0,2.824050188E0,-3.280500174E-1
2.257343782E1,-3.217950106E0,2.910000086E0,-1.807950139E0
2.259343782E1,-2.326950073E0,3.114000082E0,-3.454950094E0
2.261343782E1,-1.642950058E0,3.717000246E0,-5.035050392E0
2.263343782E1,-1.204050064E0,4.051949978E0,-6.421050072E0
2.265343782E1,-1.678050041E0,3.961050272E0,-7.093950272E0
2.267343782E1,-1.851000071E0,4.038000107E0,-6.955050468E0
2.269343782E1,-1.851000071E0,4.038000107E0,-6.955050468E0
2.271343782E1,-1.879950047E0,2.838000059E0,-7.291050434E0
2.273343782E1,-2.077950001E0,3.439050198E0,-8.469000816E0
2.275343782E1,-6.540000439E-1,3.966000080E0,-9.108000755E0
2.277343782E1,1.279500127E-1,4.420950413E0,-1.020900059E1
2.279343782E1,8.059500456E-1,4.782000065E0,-1.080105019E1
2.281343782E1,7.290000319E-1,5.344950199E0,-1.073400021E1
2.283343782E1,1.057050109E0,5.704050064E0,-1.055205059E1
2.285343782E1,1.591050029E0,6.211950302E0,-1.102095032E1
2.287343782E1,2.092050076E0,6.849000454E0,-1.242600060E1
2.289343782E1,2.932050228E0,6.955950260E0,-1.356405067E1
2.291343782E1,3.598050117E0,7.030950546E0,-1.389195061E1
2.293343782E1,3.234000206E0,6.513000488E0,-1.400205040E1
2.295343782E1,9.229500294E-1,4.885050297E0,-1.145700073E1
2.297343782E1,1.860000044E-1,4.519050121E0,-1.073100090E1
2.299343782E1,1.860000044E-1,4.519050121E0,-1.073100090E1
2.299343782E1,-1.800000072E-1,4.528950214E0,-1.042005062E1
2.303343782E1,-1.591950059E0,3.885000229E0,-8.023050308E0
2.305343782E1,-2.148000002E0,3.721950293E0,-6.646950245E0
2.307343782E1,-2.677050114E0,3.786000252E0,-5.638950348E0
2.309343782E1,-3.229950190E0,3.990000248E0,-5.083050251E0
2.311343782E1,-3.864000082E0,4.122000217E0,-4.683000088E0
2.313343782E1,-3.532050133E0,4.279950142E0,-4.767000198E0
2.315343782E1,-3.031050205E0,4.861050129E0,-4.552050114E0
2.317343782E1,-3.313950062E0,4.729950428E0,-4.065000057E0
2.319343782E1,-4.060950279E0,4.264950275E0,-3.445050240E0
2.321343782E1,-4.678050041E0,3.991950274E0,-3.079050064E0
2.323343782E1,-4.698000431E0,3.999000072E0,-2.727000237E0
2.325343782E1,-4.116000175E0,3.994950294E0,-2.422950029E0
2.327343782E1,-3.960000277E0,3.808050156E0,-1.759950042E0
2.329343782E1,-4.453050137E0,3.315000057E0,2.530499995E-1
2.331343782E1,-5.386950493E0,2.946000099E0,2.230950117E0
2.333343782E1,-5.755950451E0,2.817000151E0,2.274000168E0
2.335343782E1,-4.875000000E0,3.054000139E0,1.660950065E0
2.337343782E1,-4.408050060E0,3.097050190E0,3.709950209E0
2.339343782E1,-4.528050423E0,2.778000116E0,3.688950062E0
2.341343782E1,-4.231050014E0,2.058000088E0,4.278000355E0
2.343343782E1,-4.458000183E0,1.951950073E0,6.661950111E0
2.345343782E1,-4.621050358E0,2.188950062E0,7.297050476E0
2.347343782E1,-3.939000130E0,2.304000139E0,6.190950394E0
2.349343782E1,-3.093000174E0,2.053050041E0,6.234000206E0
2.351343782E1,-3.204000235E0,1.639050126E0,8.134950638E0
2.353343782E1,-3.330000162E0,1.368000031E0,9.222000122E0
2.355343782E1,-3.004950047E0,9.870000482E-1,8.602050781E0
2.357343782E1,-2.823000193E0,3.529500067E-1,8.620950699E0
2.359343782E1,-3.429000139E0,6.105000153E-2,1.018005085E1
2.361343782E1,-2.967000246E0,4.395000264E-2,1.037595081E1
2.363343782E1,-2.440050125E0,-1.579500139E-1,9.679050446E0
2.365343782E1,-2.209950209E0,-3.090000153E-1,1.109205055E1
2.367343782E1,-2.014050007E0,-4.050000310E-1,1.256895065E1
2.369343782E1,-1.441050053E0,-3.480000198E-1,1.232505035E1
2.371343782E1,-6.270000339E-1,-4.099500179E-1,1.168095016E1
2.373343782E1,-4.260000288E-1,-4.840500355E-1,1.189605045E1
2.375343782E1,-6.799500585E-1,-3.979500234E-1,1.256895065E1
2.377343782E1,-3.589500189E-1,-1.219500080E-1,1.290195084E1
2.379343782E1,6.330000162E-1,-4.620000124E-1,1.274595070E1
2.381343782E1,3.490500152E-1,-7.549500465E-1,1.268595028E1
2.383343782E1,3.490500152E-1,-3.070500195E-1,1.232505035E1
2.385343782E1,1.360950112E0,2.295000106E-2,1.091505051E1
2.387343782E1,1.360950112E0,2.295000106E-2,1.091505051E1
2.389343782E1,3.388950109E0,3.120000064E-1,1.036905003E1
2.391343782E1,3.648000240E0,2.880000174E-1,1.087395096E1
2.393343782E1,3.732000113E0,4.030500054E-1,1.126695061E1
2.395343782E1,4.029000282E0,7.699500322E-1,1.074195004E1
2.397343782E1,4.855050087E0,6.550500393E-1,1.013895035E1
2.399343782E1,5.404950142E0,2.620500028E-1,9.775050163E0
2.401343782E1,5.424000263E0,-1.500000060E-2,9.720000267E0
2.403343782E1,5.839050293E0,2.809500098E-1,9.852000237E0
2.405343782E1,6.861000538E0,5.040000081E-1,1.008900070E1
2.407343782E1,7.432950497E0,4.080000222E-1,9.958950043E0
2.409343782E1,7.153050423E0,1.450500041E-1,9.205050468E0
2.411343782E1,7.314000130E0,-1.540500075E-1,8.254950523E0
2.413343782E1,7.333050251E0,-3.640500307E-1,8.535000801E0
2.415343782E1,7.444950581E0,-7.230000496E-1,9.250950813E0
2.417343782E1,7.567050457E0,-5.440500379E-1,9.739050865E0
2.419343782E1,7.972050190E0,-5.220000148E-1,9.508950233E0
2.421343782E1,8.062950134E0,-3.720000088E-1,8.683050156E0
2.423343782E1,8.563050270E0,-1.129500046E-1,7.030950546E0
2.425343782E1,8.367000580E0,-2.590500116E-1,6.612000465E0
2.427343782E1,8.105999947E0,-4.740000367E-1,6.550050259E0
2.429343782E1,8.566050529E0,-5.460000038E-1,6.942000389E0
2.431343782E1,9.009000778E0,-4.890000224E-1,7.443000317E0
2.433343782E1,8.812050819E0,-4.980000257E-1,7.408950329E0
2.435343782E1,8.812050819E0,-4.669500291E-1,7.018950462E0
2.437343782E1,9.064050674E0,-4.890000224E-1,6.592950344E0
2.439343782E1,9.562050819E0,-3.139500022E-1,6.183000088E0
2.441343782E1,9.928050041E0,-3.405000269E-2,5.865000248E0
2.443343782E1,9.949950218E0,-3.000000026E-3,5.628000259E0
2.445343782E1,9.729000092E0,1.800000109E-2,5.362050056E0
2.447343782E1,9.715050697E0,-1.500000060E-2,4.873950005E0
2.449343782E1,9.516000748E0,-1.900500059E-1,4.563000202E0
2.451343782E1,9.352950096E0,-3.949500322E-1,4.491000175E0
2.453343782E1,9.226950645E0,-3.090000153E-1,4.621950150E0
2.455343782E1,9.255000114E0,-1.609500051E-1,4.609950066E0
2.457343782E1,9.385050774E0,-6.300000101E-2,4.261050224E0
2.459343782E1,9.118950844E0,-3.930000067E-1,3.937950134E0
2.461343782E1,8.137050629E0,-8.050500154E-1,4.242000103E0
2.463343782E1,7.227000237E0,-9.840000272E-1,5.142000198E0
2.465343782E1,7.227000237E0,-9.840000272E-1,5.142000198E0
2.467343782E1,8.391000748E0,-2.610000074E-1,6.319950104E0
2.469343782E1,8.391000748E0,-2.610000074E-1,6.319950104E0
2.471343782E1,8.946000099E0,-1.090050101E0,5.635050297E0
2.473343782E1,7.174950123E0,-9.889500737E-1,4.771050453E0
2.475343782E1,8.653950691E0,-7.399500608E-1,4.110000134E0
2.477343782E1,1.014105034E1,-1.224000096E0,3.901950121E0
2.479343782E1,9.106950760E0,-1.162050009E0,4.427999973E0
