"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.603753445E0,-7.957124710E-1,-1.476612449E0,-2.601499856E-1
7.623753445E0,-7.639499903E-1,-1.296900034E0,-2.638624907E-1
7.643753445E0,-4.756124914E-1,-1.369087458E0,-2.223374993E-1
7.663753445E0,-2.729375064E-1,-1.481425047E0,-1.795749962E-1
7.683753445E0,-3.865124881E-1,-1.485137463E0,-2.088624984E-1
7.703753445E0,-5.355625153E-1,-1.480187535E0,-1.893374920E-1
7.723753445E0,-3.852750063E-1,-1.386137486E0,-1.513874978E-1
7.743753445E0,-8.346249908E-2,-1.366612434E0,-2.804999985E-2
7.763753445E0,1.254000068E-1,-1.447187543E0,5.376249924E-2
7.783753445E0,-7.699999958E-3,-1.671999931E0,-5.733750015E-2
7.803753445E0,-5.575624704E-1,-1.294562459E0,-1.526249945E-1
7.823753445E0,-6.931374669E-1,-1.001274943E0,-1.501500010E-1
7.843753445E0,-4.047999978E-1,-7.264124751E-1,-3.574999981E-3
7.863753445E0,-5.169999972E-2,-1.116087437E0,4.771250114E-2
7.883753445E0,-1.091749966E-1,-1.476612449E0,3.712499980E-3
7.903753445E0,-5.073750019E-1,-1.463137507E0,-1.061500013E-1
7.923753445E0,-6.148999929E-1,-1.017225027E0,-1.758625060E-1
7.943753445E0,-4.940375090E-1,-6.128374934E-1,-1.501500010E-1
7.963753445E0,-2.937000096E-1,-5.908374786E-1,-3.409999982E-2
7.983753445E0,-1.457500011E-1,-7.666999698E-1,3.671250120E-2
8.003753445E0,-9.198749810E-2,-8.877000213E-1,7.699999958E-2
8.023753445E0,-1.512499992E-2,-8.009374738E-1,7.095000148E-2
8.043753445E0,8.868750185E-2,-6.226000190E-1,3.671250120E-2
8.063753445E0,6.435000151E-2,-5.603125095E-1,4.042499885E-2
8.083753445E0,-2.887499984E-3,-4.905999899E-1,1.842499897E-2
8.103753445E0,-6.888750196E-2,-4.258374870E-1,-3.299999982E-2
8.123753445E0,-1.384624988E-1,-1.999250054E-1,-4.276249930E-2
8.143753445E0,-1.249874979E-1,-6.874999963E-3,-5.733750015E-2
8.163753445E0,-1.396999955E-1,2.241249979E-1,-4.633750021E-2
8.183753445E0,-1.995124966E-1,5.245624781E-1,-4.399999976E-2
8.203753445E0,-2.557500005E-1,8.410875201E-1,-7.809999585E-2
8.223753445E0,-1.592250019E-1,1.081712484E0,-5.128749833E-2
8.243753445E0,-1.141249947E-2,1.379812479E0,1.099999994E-2
8.263753445E0,1.913999915E-1,1.627862453E0,9.528750181E-2
8.283753445E0,2.439250052E-1,1.432337523E0,4.523750022E-2
8.303753445E0,1.168750003E-1,1.355337501E0,-3.176249936E-2
8.323753445E0,2.256374955E-1,2.121350050E0,8.799999952E-2
8.343753445E0,9.488874674E-1,2.859312534E0,6.182000041E-1
8.363753445E0,1.072224975E0,2.194637537E0,6.059625149E-1
8.383753445E0,7.008374929E-1,1.669387460E0,2.590500116E-1
8.403753445E0,7.325999737E-1,2.526974916E0,4.349125028E-1
8.423753445E0,9.964625239E-1,2.632025003E0,6.524375081E-1
8.443753445E0,1.037987471E0,1.965012431E0,5.461499691E-1
8.463753445E0,7.387874722E-1,1.974774957E0,3.091000021E-1
8.483753445E0,7.961249948E-1,2.580737591E0,5.266249776E-1
8.503753445E0,9.866999984E-1,2.442687511E0,6.341499686E-1
8.523753445E0,7.716500163E-1,1.894199967E0,3.738625050E-1
8.543753445E0,6.642624736E-1,2.169062376E0,4.325749874E-1
8.563753445E0,1.061224937E0,2.590499878E0,6.939625144E-1
8.583753445E0,1.246987462E0,2.375449896E0,7.184374928E-1
8.603753445E0,7.704125047E-1,1.666912436E0,4.056249857E-1
8.623753445E0,4.197874963E-1,1.655912519E0,2.969999909E-1
8.643753445E0,7.753624916E-1,2.191062450E0,4.362874925E-1
8.663753445E0,9.634624720E-1,2.094537497E0,3.592875004E-1
8.683753445E0,8.034124970E-1,1.814725041E0,2.444749922E-1
8.703753445E0,7.460749745E-1,1.669387460E0,2.345750034E-1
8.723753445E0,7.643625140E-1,1.611912489E0,2.224749923E-1
8.743753445E0,8.071249723E-1,1.628962517E0,2.688125074E-1
8.763753445E0,8.584125042E-1,1.627862453E0,3.079999983E-1
8.783753445E0,7.143124938E-1,1.572862506E0,2.260500044E-1
8.803753445E0,5.370749831E-1,1.588675022E0,1.039500013E-1
8.823753445E0,4.076874852E-1,1.642437458E0,2.694999985E-2
8.843753445E0,3.574999869E-1,1.544674993E0,-5.609999970E-2
8.863753445E0,3.599750102E-1,1.729200006E0,-8.786249906E-2
8.883753445E0,3.587374985E-1,1.806200027E0,-3.533750027E-2
8.903753445E0,3.465000093E-1,1.759724975E0,4.647500068E-2
8.923753445E0,4.076874852E-1,1.574100018E0,8.318749815E-2
8.943753445E0,4.955500066E-1,1.469050050E0,1.589500010E-1
8.963753445E0,5.798375010E-1,1.575337529E0,3.018124998E-1
8.983753445E0,5.493124723E-1,1.580150008E0,2.860000134E-1
9.003753445E0,4.833124876E-1,1.455574989E0,1.405249983E-1
9.023753445E0,3.624500036E-1,1.537387490E0,4.895000160E-2
9.043753445E0,3.001624942E-1,1.745149970E0,1.491875052E-1
9.063753445E0,2.964499891E-1,1.608199954E0,1.698125005E-1
9.083753445E0,4.662624896E-1,1.436049938E0,2.773374915E-1
9.103753445E0,5.920749903E-1,1.366337538E0,3.408625126E-1
9.123753445E0,5.847874880E-1,1.253999949E0,2.750000060E-1
9.143753445E0,6.641250253E-1,1.370049953E0,2.590500116E-1
9.163753445E0,7.496500015E-1,1.384624958E0,2.505249977E-1
9.183753445E0,6.983624697E-1,1.333337545E0,2.077624947E-1
9.203753445E0,5.688375235E-1,1.234475017E0,2.248124927E-1
9.223753445E0,5.335000157E-1,1.243000031E0,2.750000060E-1
9.243753445E0,5.700749755E-1,1.278337479E0,3.458124995E-1
9.263753445E0,6.445999742E-1,1.251525044E0,4.288625121E-1
9.283753445E0,5.945500135E-1,9.021375179E-1,3.310999870E-1
9.303753445E0,6.104999781E-1,9.191874862E-1,3.482874930E-1
9.323753445E0,6.556000113E-1,1.030424953E0,3.458124995E-1
9.343753445E0,6.507874727E-1,1.004712462E0,3.812874854E-1
9.363753445E0,6.226000190E-1,8.936125040E-1,4.911499918E-1
9.383753445E0,5.640249848E-1,8.093249798E-1,5.168625116E-1
9.403753445E0,3.514499962E-1,6.846125126E-1,4.459125102E-1
9.423753445E0,2.023999989E-1,6.626124978E-1,4.068624973E-1
9.443753445E0,1.229249984E-1,6.395124793E-1,3.531000018E-1
9.463753445E0,9.487500042E-2,6.247999668E-1,2.980999947E-1
9.483753445E0,1.425874978E-1,5.490375161E-1,2.358125001E-1
9.503753445E0,2.806375027E-1,4.342249930E-1,1.882375032E-1
9.523753445E0,4.345000088E-1,3.169375062E-1,1.612875015E-1
9.543753445E0,5.810750127E-1,1.776500046E-1,1.905750036E-1
9.563753445E0,7.276499867E-1,6.036249921E-2,2.102375031E-1
9.583753445E0,9.281250238E-1,2.081750035E-1,1.942874938E-1
9.603753445E0,9.879375100E-1,5.112249851E-1,2.260500044E-1
9.623753445E0,7.814124823E-1,4.610374868E-1,2.847625017E-1
9.643753445E0,6.030749679E-1,1.507000029E-1,2.957625091E-1
9.663753445E0,4.272125065E-1,-4.963750020E-2,2.847625017E-1
9.683753445E0,1.828749925E-1,-1.911249943E-2,1.979999989E-1
9.703753445E0,-2.349874973E-1,1.348875016E-1,1.112374961E-1
9.723753445E0,-4.085125029E-1,-6.792499870E-2,8.662499487E-3
9.743753445E0,-3.669874966E-1,-4.845499992E-1,-1.293874979E-1
9.763753445E0,-1.787499934E-1,-9.414625168E-1,-1.721500009E-1
9.783753445E0,-4.124999978E-4,-1.190612435E0,-1.135749966E-1
9.803753445E0,-5.169999972E-2,-1.110037446E0,-5.486249924E-2
9.823753445E0,-6.333249807E-1,-1.052562475E0,-2.771999836E-1
9.843753445E0,-8.384749889E-1,-1.213850021E0,-3.651999831E-1
9.863753445E0,-4.683249891E-1,-1.486374974E0,-2.381500006E-1
9.883753445E0,-3.192749918E-1,-1.734287500E0,-2.015749961E-1
9.903753445E0,-4.097499847E-1,-1.717237473E0,-1.208624989E-1
9.923753445E0,-3.767499924E-1,-1.805237532E0,-2.149125040E-1
9.943753445E0,-7.529500127E-1,-1.928575039E0,-4.897750020E-1
9.963753445E0,-1.100000024E0,-1.734287500E0,-5.827249885E-1
9.983753445E0,-8.861874938E-1,-1.514425039E0,-3.957250118E-1
1.000375345E1,-3.693250120E-1,-1.679425001E0,-2.784374952E-1
1.002375344E1,-6.540874839E-1,-1.837000012E0,-4.727250040E-1
1.004375344E1,-8.568999767E-1,-1.629237533E0,-4.654375017E-1
1.006375345E1,-2.814624906E-1,-1.595000029E0,-1.416250020E-1
1.008375345E1,-7.988750190E-2,-1.883337498E0,9.762499481E-3
1.010375344E1,-5.160375237E-1,-2.014100075E0,-5.981250107E-2
1.012375344E1,-8.482375145E-1,-1.951812506E0,-1.710499972E-1
1.014375344E1,-4.097499847E-1,-1.832049966E0,-1.828750037E-2
1.016375345E1,-1.751749963E-1,-1.916337490E0,1.966249943E-2
1.018375344E1,-5.660874844E-1,-2.033624887E0,-4.509999976E-2
1.020375344E1,-1.113337517E0,-1.840574980E0,-1.733874977E-1
1.022375344E1,-1.251387477E0,-1.692762494E0,-2.674374878E-1
1.024375345E1,-7.627124786E-1,-1.669525027E0,-1.258125007E-1
1.026375344E1,-5.416125059E-1,-1.839337468E0,-3.533750027E-2
1.028375344E1,-9.264749885E-1,-1.981099963E0,-1.013374999E-1
1.030375344E1,-1.321099997E0,-1.845525026E0,-1.746249944E-1
1.032375345E1,-1.038812518E0,-1.618237495E0,-8.552499861E-2
1.034375344E1,-1.971749961E-1,-1.647524953E0,2.199999988E-1
1.036375344E1,-4.450874925E-1,-1.931049943E0,2.162874937E-1
1.038375344E1,-1.144000053E0,-1.977387547E0,3.547500074E-2
1.040375345E1,-1.201337457E0,-1.906574965E0,-8.304999769E-2
1.042375345E1,-7.066124678E-1,-1.785712481E0,4.399999976E-2
1.044375344E1,-4.732750058E-1,-1.766049981E0,1.149500012E-1
1.046375344E1,-9.422875047E-1,-1.868762493E0,8.676250279E-2
1.048375345E1,-1.163524985E0,-1.645187497E0,-1.704999991E-2
1.050375345E1,-9.129999876E-1,-1.437425017E0,5.142499879E-2
1.052375344E1,-6.613749862E-1,-1.443612456E0,1.747625023E-1
1.054375344E1,-5.391374826E-1,-1.624424934E0,1.832875013E-1
1.056375345E1,-7.396125197E-1,-1.924862504E0,-1.209999993E-2
1.058375345E1,-9.912375212E-1,-1.899287462E0,-1.196250021E-1
1.060375344E1,-1.041287541E0,-1.592662454E0,-6.352499872E-2
1.062375344E1,-8.189499974E-1,-1.367849946E0,7.576250285E-2
1.064375345E1,-4.756124914E-1,-1.624424934E0,1.344749928E-1
1.066375345E1,-4.487999976E-1,-1.717237473E0,7.576250285E-2
1.068375344E1,-8.971874714E-1,-1.463137507E0,-2.804999985E-2
1.070375344E1,-1.134099960E0,-1.150324941E0,-9.281250089E-2
1.072375344E1,-1.034000039E0,-1.178512454E0,-1.428624988E-1
1.074375345E1,-8.604750037E-1,-1.316562533E0,-1.428624988E-1
1.076375344E1,-8.018999696E-1,-1.375137448E0,-1.038125008E-1
1.078375344E1,-7.664250135E-1,-1.458187461E0,-1.611499935E-1
1.080375344E1,-7.908999920E-1,-1.432612538E0,-2.466749996E-1
1.082375345E1,-8.947125077E-1,-1.277374983E0,-2.246749997E-1
1.084375344E1,-7.749499679E-1,-1.173562527E0,-1.245749965E-1
1.086375344E1,-5.050374866E-1,-1.265137434E0,-1.025749967E-1
1.088375344E1,-2.899875045E-1,-1.187037468E0,8.195000142E-2
1.090375345E1,-2.532750070E-1,-1.194324970E0,1.357125044E-1
1.092375345E1,-3.547500074E-1,-1.200512528E0,1.087625027E-1
1.094375344E1,-5.368000269E-1,-1.264037490E0,6.352499872E-2
1.096375344E1,-6.931374669E-1,-1.304324985E0,-4.028749838E-2
1.098375345E1,-8.776624799E-1,-1.336087465E0,-1.073874980E-1
1.100375345E1,-8.959500194E-1,-1.261562467E0,-1.380500048E-1
1.102375344E1,-8.384749889E-1,-1.077037454E0,-1.513874978E-1
1.104375344E1,-7.309499979E-1,-9.902749658E-1,-1.416250020E-1
1.106375345E1,-6.161375046E-1,-8.852249980E-1,-1.196250021E-1
1.108375345E1,-4.120875001E-1,-8.192250133E-1,-1.513874978E-1
1.110375344E1,-2.569875121E-1,-7.666999698E-1,-1.563374996E-1
1.112375344E1,-1.116499975E-1,-6.616500020E-1,-9.762500226E-2
1.114375345E1,-2.241249941E-2,-5.187875032E-1,-5.857500061E-2
1.116375345E1,-1.264999993E-2,-3.537875116E-1,-5.376249924E-2
1.118375344E1,-2.612499893E-2,-2.572624981E-1,-7.328750193E-2
1.120375344E1,1.058750041E-2,-9.721250087E-2,-1.148125008E-1
1.122375344E1,8.992499858E-2,1.911250055E-1,-1.098624989E-1
1.124375345E1,1.608749926E-1,4.904625118E-1,-4.633750021E-2
1.126375344E1,1.278750002E-1,7.176125050E-1,-3.904999793E-2
1.128375344E1,7.906249911E-2,1.007187486E0,-4.812499974E-3
1.130375344E1,1.254000068E-1,1.362762451E0,7.452499866E-2
1.132375345E1,1.779250056E-1,1.545912504E0,1.247124970E-1
1.134375344E1,2.121624947E-1,1.627862453E0,1.747625023E-1
1.136375344E1,2.609750032E-1,1.807437539E0,2.310000062E-1
1.138375344E1,4.650250077E-1,2.045587540E0,3.653374910E-1
1.140375345E1,6.470749974E-1,1.866012454E0,3.055250049E-1
1.142375345E1,6.385499835E-1,1.784199953E0,2.004749924E-1
1.144375344E1,7.068874836E-1,2.225162506E0,3.726249933E-1
1.146375344E1,8.168874979E-1,2.401162386E0,5.706250072E-1
1.148375345E1,7.948874831E-1,2.184875011E0,5.656750202E-1
1.150375345E1,7.826499939E-1,2.197112560E0,5.559124947E-1
1.152375344E1,9.134125113E-1,2.338875055E0,6.096749902E-1
1.154375344E1,9.684125185E-1,2.452450037E0,6.133875251E-1
1.156375345E1,9.476500154E-1,2.476924896E0,5.718625188E-1
1.158375345E1,9.121749997E-1,2.489162445E0,5.876749754E-1
1.160375344E1,9.244124889E-1,2.482975006E0,6.194375157E-1
1.162375344E1,8.498874903E-1,2.166587591E0,4.411000013E-1
1.164375345E1,7.350749969E-1,2.071300030E0,3.310999870E-1
1.166375345E1,7.851250172E-1,2.409687519E0,4.533374906E-1
1.168375344E1,8.083624840E-1,2.409687519E0,4.618625045E-1
1.170375344E1,8.291249871E-1,2.221587420E0,4.558124840E-1
1.172375345E1,8.058875203E-1,1.954012513E0,3.372874856E-1
1.174375345E1,7.521250248E-1,2.127537489E0,2.822875082E-1
1.176375344E1,7.521250248E-1,2.194637537E0,2.773374915E-1
1.178375344E1,8.131750226E-1,2.048062563E0,2.443374991E-1
1.180375344E1,7.803124785E-1,1.726724982E0,1.149500012E-1
1.182375345E1,6.483125091E-1,1.765912533E0,1.209999993E-1
1.184375344E1,7.253124714E-1,1.897774935E0,2.835249901E-1
1.186375344E1,8.046500087E-1,1.792724967E0,2.517625093E-1
1.188375344E1,5.920749903E-1,1.564337492E0,1.124750003E-1
1.190375345E1,4.394499958E-1,1.498337507E0,7.218749821E-2
1.192375345E1,5.578374863E-1,1.630200028E0,1.588124931E-1
1.194375344E1,5.860249996E-1,1.705962539E0,2.150499970E-1
1.196375344E1,5.468375087E-1,1.597200036E0,2.407625020E-1
1.198375345E1,6.190249920E-1,1.558149934E0,3.067624867E-1
1.200375345E1,7.045499682E-1,1.521574974E0,4.142875075E-1
1.202375344E1,6.520249844E-1,1.414049983E0,4.043875039E-1
1.204375344E1,4.955500066E-1,1.611912489E0,4.142875075E-1
1.206375345E1,5.469750166E-1,1.699912548E0,5.522000194E-1
1.208375345E1,6.556000113E-1,1.469050050E0,5.620999932E-1
1.210375344E1,5.688375235E-1,1.262524962E0,4.813874960E-1
1.212375344E1,5.200250149E-1,1.403049946E0,5.693874955E-1
1.214375345E1,5.260750055E-1,1.476337433E0,6.231499910E-1
1.216375345E1,5.688375235E-1,1.545912504E0,6.279624701E-1
1.218375344E1,5.920749903E-1,1.575337529E0,6.023874879E-1
1.220375344E1,5.579749942E-1,1.411574960E0,5.278624892E-1
1.222375345E1,5.347374678E-1,1.225812435E0,4.130499959E-1
1.224375345E1,5.530250072E-1,1.324812531E0,4.153875113E-1
1.226375344E1,7.521250248E-1,1.393287539E0,5.803874731E-1
1.228375344E1,8.498874903E-1,1.253999949E0,6.279624701E-1
1.230375344E1,7.570750117E-1,1.055999994E0,5.631999969E-1
1.232375345E1,5.933125019E-1,8.849499822E-1,4.215750098E-1
1.234375344E1,4.687374830E-1,8.849499822E-1,2.895750105E-1
1.236375344E1,5.152124763E-1,1.073187470E0,3.176249862E-1
1.238375344E1,6.018375158E-1,1.113474965E0,3.250499964E-1
1.240375345E1,5.847874880E-1,9.631875157E-1,2.761000097E-1
1.242375345E1,5.200250149E-1,7.811374664E-1,2.517625093E-1
1.244375344E1,4.089249969E-1,6.797999740E-1,3.018124998E-1
1.246375344E1,3.233999908E-1,7.163749933E-1,3.702875078E-1
1.248375345E1,2.488749921E-1,6.418499947E-1,3.323374987E-1
1.250375345E1,2.096875012E-1,5.465624928E-1,2.688125074E-1
1.252375344E1,1.889249980E-1,5.380374789E-1,2.052875012E-1
1.254375344E1,1.083500013E-1,7.323250175E-1,1.918125004E-1
1.256375345E1,-6.146249920E-2,8.104249835E-1,1.417624950E-1
1.258375345E1,-5.046249926E-2,6.613749862E-1,8.428750187E-2
1.260375344E1,1.021625027E-1,4.892250001E-1,2.818750031E-2
1.262375344E1,3.037374914E-1,4.720374942E-1,9.899999946E-2
1.264375345E1,5.077875257E-1,4.757499993E-1,2.847625017E-1
1.266375345E1,7.130749822E-1,3.547500074E-1,3.812874854E-1
1.268375344E1,7.680749893E-1,2.754124999E-1,4.691500068E-1
1.270375344E1,6.226000190E-1,2.558875084E-1,4.448125064E-1
1.272375345E1,4.002625048E-1,1.959374994E-1,3.348124921E-1
1.274375345E1,1.779250056E-1,1.458874941E-1,2.004749924E-1
1.276375344E1,-1.006499976E-1,2.264624983E-1,8.428750187E-2
1.278375344E1,-2.167000026E-1,1.606000066E-1,5.142499879E-2
1.280375345E1,-1.544124931E-1,-3.305499852E-1,-2.804999985E-2
1.282375345E1,-2.190375030E-1,-8.082249761E-1,-1.551000029E-1
1.284375344E1,-2.399374992E-1,-1.014750004E0,-1.929125041E-1
1.286375344E1,1.911249943E-2,-1.195562482E0,-7.452499866E-2
1.288375344E1,6.435000151E-2,-1.532712460E0,-1.258125007E-1
1.290375345E1,-4.170374870E-1,-1.521712542E0,-2.491499931E-1
1.292375345E1,-6.991875172E-1,-1.389850020E0,-2.881999910E-1
1.294375344E1,-4.377999902E-1,-1.628000021E0,-3.249124885E-1
1.296375344E1,-4.536125064E-1,-2.180200100E0,-4.641999900E-1
1.298375345E1,-9.325249791E-1,-2.614012480E0,-6.914874911E-1
1.300375345E1,-1.042525053E0,-2.334199905E0,-5.924875140E-1
1.302375344E1,-5.598999858E-1,-2.214437485E0,-4.031499922E-1
1.304375344E1,-8.091874719E-1,-2.152149916E0,-4.934875071E-1
1.306375345E1,-1.335812449E0,-1.926100016E0,-6.755374670E-1
1.308375345E1,-1.133000016E0,-1.771000028E0,-6.315374970E-1
1.310375344E1,-1.787499934E-1,-1.913862467E0,-3.224374950E-1
1.312375344E1,-4.853749871E-1,-2.281675100E0,-4.274874926E-1
1.314375345E1,-1.307624936E0,-2.270674944E0,-7.463499904E-1
1.316375345E1,-1.474962473E0,-1.761237502E0,-8.258249760E-1
1.318375344E1,-9.240000248E-1,-1.453374982E0,-6.047250032E-1
1.320375344E1,-7.089499831E-1,-1.682999969E0,-3.493874967E-1
1.322375345E1,-8.837124705E-1,-1.968862534E0,-3.359124959E-1
1.324375345E1,-6.136624813E-1,-1.840574980E0,-2.271499932E-1
1.326375344E1,-1.152250022E-1,-1.689187527E0,-3.052499890E-2
1.328375344E1,-4.158000052E-1,-1.827237487E0,-1.490499973E-1
1.330375345E1,-1.130524993E0,-1.788049936E0,-3.957250118E-1
1.332375345E1,-1.003474951E0,-1.378849983E0,-4.092000127E-1
1.334375344E1,-3.278000057E-1,-1.229799986E0,-1.808124930E-1
1.336375344E1,-2.692250013E-1,-1.461899996E0,-1.000999957E-1
1.338375344E1,-6.736124754E-1,-1.642712474E0,-2.003374994E-1
1.340375345E1,-7.737125158E-1,-1.453374982E0,-2.638624907E-1
1.342375345E1,-4.780874848E-1,-1.210274935E0,-2.246749997E-1
1.344375344E1,-4.500375092E-1,-1.216325045E0,-2.406249940E-1
1.346375344E1,-6.674249768E-1,-1.397137523E0,-2.980999947E-1
1.348375345E1,-7.724750042E-1,-1.416662455E0,-3.359124959E-1
1.350375345E1,-6.771875024E-1,-1.256612539E0,-3.016749918E-1
1.352375344E1,-3.620375097E-1,-1.307899952E0,-2.063875049E-1
1.354375344E1,-3.363249898E-1,-1.382424951E0,-1.636250019E-1
1.356375345E1,-3.852750063E-1,-1.315325022E0,-1.123374999E-1
1.358375345E1,-3.570874929E-1,-1.311612487E0,-1.196250021E-1
1.360375344E1,-4.842749834E-1,-1.290850043E0,-1.953874975E-1
1.362375344E1,-7.554249763E-1,-1.086799979E0,-2.516250014E-1
1.364375345E1,-6.113250256E-1,-1.094225049E0,-2.198625058E-1
1.366375345E1,-2.727999985E-1,-1.257850051E0,-1.220999956E-1
1.368375344E1,-1.971749961E-1,-1.454612494E0,-7.933750004E-2
1.370375344E1,-4.903250039E-1,-1.475374937E0,-9.762500226E-2
1.372375345E1,-5.880874991E-1,-1.425187469E0,-1.380500048E-1
1.374375345E1,-2.997500002E-1,-1.251799941E0,-1.704999991E-2
1.376375344E1,-1.512499992E-2,-1.389850020E0,1.124750003E-1
1.378375344E1,3.382499889E-2,-1.701287508E0,1.160499975E-1
1.380375345E1,-3.167999983E-1,-1.708712459E0,-2.928750031E-2
1.382375345E1,-6.246625185E-1,-1.507137537E0,-1.098624989E-1
1.384375344E1,-5.623750091E-1,-1.362900019E0,-8.786249906E-2
1.386375344E1,-3.583250046E-1,-1.321375012E0,-7.287499961E-3
1.388375345E1,-2.947999835E-1,-1.393424988E0,-1.237499993E-3
1.390375345E1,-4.988499880E-1,-1.367849946E0,-1.135749966E-1
1.392375345E1,-6.821374893E-1,-1.154037476E0,-1.208624989E-1
1.394375344E1,-6.661875248E-1,-1.226087451E0,-9.528750181E-2
1.396375344E1,-3.840374947E-1,-1.326324940E0,5.499999970E-2
1.398375345E1,-8.717499673E-2,-1.494899988E0,1.612875015E-1
1.400375345E1,-1.746249944E-2,-1.497375011E0,1.930499971E-1
1.402375344E1,-2.912249863E-1,-1.325087547E0,1.270499974E-1
1.404375344E1,-4.560874999E-1,-1.140562534E0,8.552499861E-2
1.406375345E1,-1.372250021E-1,-1.088037491E0,1.882375032E-1
1.408375345E1,1.351625025E-1,-1.179612517E0,2.835249901E-1
1.410375344E1,2.158749998E-1,-1.235849977E0,3.140499890E-1
1.412375344E1,1.401125044E-1,-1.289612532E0,2.529999912E-1
1.414375345E1,-1.993750036E-2,-1.211374998E0,2.407625020E-1
1.416375345E1,-1.042250022E-1,-1.047749996E0,1.942874938E-1
1.418375344E1,-1.237500012E-1,-1.025750041E0,1.344749928E-1
1.420375344E1,-2.508000135E-1,-9.757000208E-1,2.571249940E-2
1.422375345E1,-4.487999976E-1,-9.059875011E-1,-7.933750004E-2
1.424375345E1,-5.355625153E-1,-7.533624768E-1,-1.416250020E-1
1.426375344E1,-5.098500252E-1,-6.153125167E-1,-1.135749966E-1
1.428375344E1,-4.793249965E-1,-6.763625145E-1,-8.552499861E-2
1.430375345E1,-4.878500104E-1,-7.447000146E-1,-9.776250273E-2
1.432375345E1,-5.538499951E-1,-7.972249985E-1,-1.722874939E-1
1.434375344E1,-6.026625037E-1,-8.034124970E-1,-2.138125002E-1
1.436375344E1,-5.673249960E-1,-7.154124975E-1,-2.626250088E-1
1.438375345E1,-3.205125034E-1,-3.525500000E-1,-2.211000025E-1
1.440375345E1,-6.888750196E-2,-1.546874940E-1,-7.576250285E-2
1.442375345E1,7.658749819E-2,-4.221250117E-2,-1.333750039E-2
1.444375344E1,2.529999986E-2,1.629374921E-1,-5.609999970E-2
1.446375344E1,-1.544124931E-1,4.342249930E-1,-1.075249985E-1
1.448375345E1,-2.692250013E-1,7.908999920E-1,-1.930499971E-1
1.450375345E1,-1.751749963E-1,9.571374655E-1,-2.125750035E-1
1.452375344E1,-8.346249908E-2,1.012137532E0,-1.953874975E-1
1.454375344E1,3.863750026E-2,1.174525023E0,-1.148125008E-1
1.456375345E1,1.694000065E-1,1.398100019E0,-4.881250113E-2
1.458375345E1,3.221625090E-1,1.558149934E0,-2.062499896E-2
1.460375344E1,3.807374835E-1,1.649862528E0,-2.557500079E-2
1.462375344E1,3.795000017E-1,1.781725049E0,3.423750028E-2
1.464375345E1,4.149749875E-1,1.861199975E0,6.366249919E-2
1.466375345E1,4.210250080E-1,1.956487536E0,4.523750022E-2
1.468375344E1,4.723125100E-1,2.098112583E0,1.307625026E-1
1.470375344E1,6.092625260E-1,2.136062384E0,2.407625020E-1
1.472375345E1,7.093625069E-1,2.081062555E0,2.969999909E-1
1.474375345E1,7.386500239E-1,2.106775045E0,3.641000092E-1
1.476375344E1,8.108375072E-1,2.148299932E0,4.593875110E-1
1.478375344E1,8.108375072E-1,2.072537422E0,4.190999866E-1
1.480375345E1,6.617875099E-1,2.095774889E0,2.785750031E-1
1.482375345E1,7.363125086E-1,2.338875055E0,3.360500038E-1
1.484375344E1,9.976999760E-1,2.371875048E0,4.155249894E-1
1.486375344E1,1.046512485E0,2.123825073E0,3.177624941E-1
1.488375345E1,9.646999836E-1,2.037062407E0,2.382874936E-1
1.490375345E1,8.804125190E-1,2.272875071E0,2.419999987E-1
1.492375345E1,8.144124746E-1,2.227637529E0,2.468124926E-1
1.494375344E1,8.254125118E-1,1.951537490E0,1.955250055E-1
1.496375345E1,8.657000065E-1,1.840437531E0,1.430000067E-1
1.498375345E1,9.207000136E-1,2.084774971E0,1.295250058E-1
1.500375345E1,9.842249751E-1,2.101824999E0,2.664749920E-1
1.502375344E1,1.064937472E0,1.768249989E0,2.114749998E-1
1.504375344E1,1.000174999E0,1.583862543E0,1.319999993E-1
1.506375345E1,8.425999880E-1,1.675437450E0,1.369500011E-1
1.508375345E1,8.181250095E-1,1.797675014E0,1.649999917E-1
1.510375344E1,9.096999764E-1,1.872200012E0,2.333374918E-1
1.512375344E1,9.366499782E-1,1.592387438E0,2.395250052E-1
1.514375345E1,8.120750189E-1,1.415287495E0,1.772374958E-1
1.516375345E1,5.885000229E-1,1.396862507E0,1.357125044E-1
1.518375344E1,5.995000005E-1,1.615625024E0,1.759999990E-1
1.520375344E1,7.545999885E-1,1.615625024E0,2.224749923E-1
1.522375345E1,9.464125037E-1,1.532575011E0,3.250499964E-1
1.524375345E1,7.913125157E-1,1.366337538E0,2.908124924E-1
1.526375344E1,5.798375010E-1,1.416387439E0,2.138125002E-1
1.528375344E1,5.530250072E-1,1.411574960E0,1.930499971E-1
1.530375345E1,5.957875252E-1,1.319999933E0,1.625249982E-1
1.532375345E1,5.567374825E-1,1.370049953E0,1.197625026E-1
1.534375344E1,6.006000042E-1,1.374862552E0,1.344749928E-1
1.536375344E1,6.958875060E-1,1.445812464E0,2.162874937E-1
1.538375345E1,8.193625212E-1,1.448287487E0,3.018124998E-1
1.540375345E1,6.947875023E-1,1.282050014E0,2.542375028E-1
1.542375345E1,6.165499687E-1,1.161049962E0,2.052875012E-1
