"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.937119842E0,7.062000275E0,-2.449500114E-1,9.837000847E0
7.956218301E0,6.382050514E0,-3.499500155E-1,9.229050636E0
7.975316792E0,6.163950443E0,-3.190500140E-1,8.472000122E0
7.994415342E0,6.346050262E0,-1.319999993E-1,8.143950462E0
8.013513806E0,6.793950558E0,1.450500041E-1,8.223000526E0
8.032612477E0,7.273050308E0,3.289500177E-1,8.728950500E0
8.051711022E0,7.155000210E0,3.150000274E-1,8.419950485E0
8.070809455E0,7.191000462E0,3.150000274E-1,7.966950417E0
8.089908135E0,7.372950554E0,2.599500120E-1,7.933950424E0
8.109006614E0,7.359000206E0,1.609500051E-1,8.338050842E0
8.128105100E0,7.354050159E0,3.705000132E-2,9.013950348E0
8.147203611E0,7.174950123E0,-1.500000060E-2,9.571050644E0
8.166302066E0,7.045050144E0,-9.600000083E-2,9.913950920E0
8.185400741E0,7.141050339E0,-5.805000290E-2,1.014405060E1
8.204499177E0,6.868050098E0,-8.205000311E-2,1.046895027E1
8.223597693E0,6.637950420E0,-2.370000184E-1,1.093905067E1
8.242696157E0,6.385050297E0,-2.639999986E-1,1.118805027E1
8.261794842E0,6.693000317E0,-3.430500031E-1,1.069395065E1
8.280893302E0,6.744000435E0,-3.600000143E-1,1.026600075E1
8.299991871E0,7.050000191E0,-7.110000253E-1,1.125195026E1
8.319090330E0,6.472950459E0,-1.171050072E0,1.308405018E1
8.338189006E0,5.506050110E0,-1.432050109E0,1.231005096E1
8.357287432E0,6.033000469E0,-1.108950019E0,9.588000298E0
8.376386011E0,6.981000423E0,-6.090000272E-1,8.925000191E0
8.395484480E0,5.791050434E0,-5.770500302E-1,1.039305019E1
8.414583179E0,5.116050243E0,-9.820500612E-1,1.036605072E1
8.433681653E0,5.341050148E0,-5.269500017E-1,9.246000290E0
8.452780184E0,5.970000267E0,-7.005000114E-2,8.877000809E0
8.471878667E0,4.840050220E0,-1.729500145E-1,9.883050919E0
8.490977133E0,3.892050266E0,-5.010000467E-1,9.946950912E0
8.510075832E0,4.660950184E0,-1.030500084E-1,8.896050453E0
8.529174329E0,3.922950268E0,3.700500131E-1,9.382050514E0
8.548272786E0,2.901000023E0,1.330500096E-1,1.093095016E1
8.567371500E0,2.629950047E0,2.449500114E-1,1.038300037E1
8.586469993E0,3.021000147E0,1.045050025E0,8.026950836E0
8.605568444E0,2.817000151E0,1.888050079E0,7.567050457E0
8.624666933E0,1.972050071E0,1.753950119E0,1.025595093E1
8.643765635E0,1.737000108E0,1.621950030E0,1.115205097E1
8.662864099E0,1.612950087E0,1.938000083E0,9.421050072E0
8.681962639E0,8.820000291E-1,2.280000210E0,8.451000214E0
8.701061094E0,1.710000038E-1,2.326050043E0,8.803050041E0
8.720159522E0,1.800000109E-2,2.130000114E0,9.433050156E0
8.739258188E0,-4.650000334E-1,2.106000185E0,9.567000389E0
8.758356747E0,-6.559500098E-1,2.338050127E0,9.219000816E0
8.777455228E0,-6.130500436E-1,2.722950220E0,8.614050865E0
8.796553894E0,-8.719500303E-1,3.049050093E0,8.523000717E0
8.815652348E0,-1.240050077E0,3.166050196E0,8.484000206E0
8.834750800E0,-1.627950072E0,3.094050169E0,8.809950829E0
8.853849370E0,-2.020950079E0,2.953050137E0,9.259950638E0
8.872948053E0,-2.715000153E0,2.826000214E0,9.042000771E0
8.892046507E0,-3.048000097E0,2.758950233E0,8.356950760E0
8.911145067E0,-3.490950108E0,2.824050188E0,8.251950264E0
8.930243545E0,-3.769050121E0,2.874000072E0,8.439000130E0
8.949342269E0,-4.156949997E0,2.893050194E0,8.377050400E0
8.968440878E0,-4.075050354E0,3.159000158E0,7.797000408E0
8.987539349E0,-3.951000214E0,3.556950092E0,7.278000355E0
9.006637806E0,-3.883950233E0,3.762000084E0,7.225050449E0
9.025736457E0,-4.543950081E0,3.580050230E0,7.135950565E0
9.044835013E0,-5.056950092E0,3.454050064E0,6.709950447E0
9.063933483E0,-5.362950325E0,3.523050070E0,6.733950138E0
9.083031940E0,-5.695950508E0,3.595050097E0,6.958950520E0
9.102130630E0,-5.622000217E0,3.826950073E0,6.490050316E0
9.121229133E0,-5.461050034E0,4.102050304E0,6.283950329E0
9.140327630E0,-5.430000305E0,4.146000385E0,6.556950092E0
9.159426318E0,-5.677050114E0,4.282050133E0,6.223950386E0
9.178524791E0,-5.812950134E0,4.342050076E0,5.290050030E0
9.197623303E0,-6.205950260E0,4.275000095E0,4.813950062E0
9.216721747E0,-6.381000519E0,4.216950417E0,4.897950172E0
9.235820199E0,-6.406950474E0,4.150050163E0,4.929000378E0
9.254918899E0,-6.309000492E0,4.215000153E0,4.423950195E0
9.274017435E0,-6.213000298E0,4.557000160E0,3.763050079E0
9.293115873E0,-6.280050278E0,4.641000271E0,4.002000332E0
9.312214601E0,-6.240000248E0,4.540950298E0,4.036050320E0
9.331313036E0,-6.412050247E0,4.612050056E0,3.472950220E0
9.350411553E0,-6.979050159E0,4.641000271E0,2.889000177E0
9.369510046E0,-6.831000328E0,4.738950253E0,2.475000143E0
9.388608707E0,-6.462000370E0,4.945050240E0,1.897950053E0
9.407707136E0,-6.400050163E0,5.167950153E0,1.725000024E0
9.426805645E0,-6.430950165E0,5.272950172E0,1.977000117E0
9.445904356E0,-6.453000069E0,5.485950470E0,2.213999987E0
9.465002853E0,-6.474000454E0,5.587050438E0,2.491050005E0
9.484101315E0,-6.613050461E0,5.674950123E0,2.724000216E0
9.503199842E0,-6.793050289E0,5.695050240E0,2.992050171E0
9.522298558E0,-7.006050110E0,5.725950241E0,3.169050217E0
9.541396998E0,-7.281000137E0,5.872050285E0,3.181050062E0
9.560495558E0,-7.078050137E0,6.055950165E0,3.097050190E0
9.579594026E0,-6.394950390E0,6.157050133E0,2.559000015E0
9.598692721E0,-6.189000130E0,6.142050266E0,9.949500561E-1
9.617791185E0,-6.400050163E0,6.238050461E0,-9.739500284E-1
9.636889735E0,-6.252000332E0,6.394050121E0,-1.963050127E0
9.655988204E0,-6.010050297E0,6.493950367E0,-2.200050116E0
9.675086885E0,-5.389950275E0,6.649950504E0,-2.344050169E0
9.694185425E0,-5.064000130E0,6.765000343E0,-2.749050140E0
9.713283883E0,-4.906050205E0,6.837000370E0,-2.698050022E0
9.732382353E0,-4.767000198E0,6.930000305E0,-2.047049999E0
9.751481014E0,-4.963050365E0,6.706950188E0,-1.093950033E0
9.770579569E0,-5.253000259E0,6.391050339E0,-4.050000310E-1
9.789678027E0,-5.326950073E0,6.220950127E0,-3.180000186E-1
9.808776745E0,-4.843950272E0,6.400950432E0,-1.093950033E0
9.827875194E0,-4.803000450E0,6.448950291E0,-1.269000053E0
9.846973745E0,-5.325000286E0,5.869050503E0,4.320000112E-1
9.866072457E0,-5.605050087E0,5.653950214E0,1.869000077E0
9.885170936E0,-5.569050312E0,5.620050430E0,1.689000130E0
9.904269417E0,-5.380050182E0,5.448000431E0,1.972050071E0
9.923367929E0,-4.565999985E0,5.914950371E0,2.464950085E0
9.942466412E0,-4.623000145E0,6.207000256E0,2.472000122E0
9.961565102E0,-5.065950394E0,5.568000317E0,3.720000267E0
9.980663547E0,-5.533050060E0,4.753950119E0,5.554050446E0
9.999762324E0,-5.362950325E0,4.663050175E0,6.250950336E0
1.001886079E1,-4.876950264E0,5.079000473E0,5.062950134E0
1.003795922E1,-4.972950459E0,4.521000385E0,5.377050400E0
1.005705778E1,-5.509050369E0,3.802950144E0,7.179000378E0
1.007615623E1,-5.445000172E0,4.039950371E0,6.294000149E0
1.009525470E1,-4.543950081E0,4.513950348E0,4.620000362E0
1.011435339E1,-3.831000090E0,4.543050289E0,5.460000038E0
1.013345193E1,-3.904950142E0,4.117050171E0,7.539000511E0
1.015255040E1,-3.745050192E0,4.234050274E0,7.741950512E0
1.017164907E1,-3.469050169E0,4.603050232E0,6.241050243E0
1.019074761E1,-2.875950098E0,4.678950310E0,5.707050323E0
1.020984609E1,-2.397000074E0,4.378050327E0,7.054950237E0
1.022894478E1,-2.848950148E0,3.889050245E0,8.884050369E0
1.024804325E1,-3.141000032E0,3.487050056E0,9.387000084E0
1.026714174E1,-2.655000210E0,3.633000135E0,8.410050392E0
1.028624020E1,-2.064000130E0,3.712050200E0,7.909950256E0
1.030533889E1,-1.783950090E0,3.481950283E0,9.475950241E0
1.032443734E1,-2.071050167E0,3.006000042E0,1.123305035E1
1.034353586E1,-2.077950001E0,2.908050060E0,1.031100082E1
1.036263432E1,-1.165950060E0,3.331050158E0,7.411950588E0
1.038173305E1,-4.995000362E-2,3.387000084E0,7.318050385E0
1.040083154E1,2.700000107E-1,3.006000042E0,1.015095043E1
1.041993007E1,-5.505000427E-2,2.425950050E0,1.152300072E1
1.043902855E1,3.010500073E-1,2.287950039E0,1.018200016E1
1.045812720E1,5.860500336E-1,2.509950161E0,8.848050117E0
1.047722564E1,1.369050026E0,2.295000076E0,9.841950417E0
1.049632420E1,1.263000011E0,2.098050117E0,1.125195026E1
1.051542269E1,1.306050062E0,2.094000101E0,1.078305054E1
1.053452139E1,1.873950124E0,2.287950039E0,9.705000877E0
1.055361994E1,2.692950010E0,2.416950226E0,8.869950294E0
1.057271841E1,3.070950031E0,2.137050152E0,9.112050056E0
1.059181689E1,3.112050056E0,1.696050048E0,1.055805016E1
1.061091557E1,3.040050030E0,1.294050097E0,1.131900024E1
1.063001407E1,2.968050241E0,1.330050111E0,1.121895027E1
1.064911253E1,3.576000214E0,1.533000112E0,1.063200092E1
1.066821122E1,4.207950115E0,1.681950092E0,9.544950485E0
1.068730972E1,4.527000427E0,1.603050113E0,9.115950584E0
1.070640824E1,4.567049980E0,1.390050054E0,9.697950363E0
1.072550692E1,4.564949989E0,1.015950084E0,9.937950134E0
1.074460538E1,4.609950066E0,5.970000029E-1,9.664950371E0
1.076370385E1,5.014950275E0,2.880000174E-1,9.430050850E0
1.078280240E1,5.569950104E0,3.190500140E-1,9.781949997E0
1.080190082E1,5.689950466E0,2.160000056E-1,9.981000900E0
1.082099947E1,5.295000076E0,-5.100000277E-2,9.847050667E0
1.084009792E1,5.283000469E0,5.805000290E-2,1.022295094E1
1.085919646E1,5.247000217E0,-1.005000062E-2,1.057200050E1
1.087829515E1,5.083950043E0,-1.579500139E-1,1.024200058E1
1.089739360E1,5.532000065E0,-5.295000225E-2,9.460950851E0
1.091649205E1,5.997000217E0,2.209500074E-1,8.476950645E0
1.093559061E1,6.238050461E0,2.839500010E-1,7.704000473E0
1.095468909E1,6.646050453E0,2.119500041E-1,7.572000504E0
1.097378780E1,6.784050465E0,8.205000311E-2,7.552950382E0
1.099288625E1,6.958950520E0,-4.305000231E-2,8.068050385E0
1.101198474E1,7.191000462E0,-2.490000129E-1,8.560950279E0
1.103108345E1,7.144050121E0,-4.699500203E-1,8.803050041E0
1.105018192E1,7.078950405E0,-6.829500198E-1,8.808000565E0
1.106928049E1,7.225050449E0,-8.290500641E-1,8.761950493E0
1.108837895E1,7.246050358E0,-7.909500599E-1,8.944050789E0
1.110747765E1,6.981000423E0,-8.050500154E-1,9.076050758E0
1.112657610E1,6.838950157E0,-8.140500188E-1,9.045000076E0
1.114567464E1,6.826950550E0,-7.159500122E-1,8.833950043E0
1.116477310E1,6.856050491E0,-6.850500107E-1,8.688000679E0
1.118387154E1,6.928050518E0,-7.189500332E-1,8.908050537E0
1.120297022E1,6.906000137E0,-8.530500531E-1,9.516000748E0
1.122206873E1,6.739050388E0,-1.055999994E0,1.008600044E1
1.124116722E1,6.564000130E0,-1.240950108E0,1.029195023E1
1.126026591E1,6.439950466E0,-1.381950021E0,1.028505039E1
1.127936439E1,6.222000122E0,-1.554000020E0,1.037805080E1
1.129846289E1,6.270000458E0,-1.602000117E0,1.056705093E1
1.131756139E1,6.279000282E0,-1.638000131E0,1.058205032E1
1.133666005E1,6.136050224E0,-1.576050043E0,1.054800034E1
1.135575851E1,6.124050140E0,-1.432050109E0,1.063005066E1
1.137485703E1,5.913000107E0,-1.186050057E0,1.078095055E1
1.139395551E1,6.270000458E0,-1.135050058E0,1.050495052E1
1.141305422E1,6.424950123E0,-1.126049995E0,1.044795036E1
1.143215270E1,5.748000145E0,-1.389000058E0,1.082805061E1
1.145125119E1,5.197050095E0,-1.585050106E0,1.065105057E1
1.147034966E1,5.520000458E0,-1.375050068E0,1.025400066E1
1.148944840E1,5.467950344E0,-1.066050053E0,1.038495064E1
1.150854684E1,5.077050209E0,-9.100500345E-1,1.082100010E1
1.152764537E1,5.317050457E0,-9.030000567E-1,1.100805092E1
1.154674384E1,4.965000153E0,-6.349500418E-1,1.048095036E1
1.156584251E1,4.512000084E0,-2.350500077E-1,1.010100079E1
1.158494108E1,4.258049965E0,-5.100000277E-2,9.837000847E0
1.160403955E1,4.084050179E0,1.849500090E-1,9.526050568E0
1.162313799E1,3.865950108E0,5.590500236E-1,9.648000717E0
1.164223666E1,3.468000174E0,6.139500141E-1,1.025895023E1
1.166133512E1,2.697000027E0,7.050000429E-1,1.061100006E1
1.168043370E1,2.431950092E0,8.290500641E-1,1.004100037E1
1.169953240E1,1.993050098E0,1.059000015E0,9.531000137E0
1.171863084E1,1.737000108E0,1.330050111E0,9.535050392E0
1.173772934E1,1.404000044E0,1.500000119E0,9.603000641E0
1.175682788E1,8.899500370E-1,1.533000112E0,9.556950569E0
1.177592632E1,4.510500133E-1,1.713000059E0,9.202950478E0
1.179502504E1,1.000500023E-1,1.773000121E0,8.890950203E0
1.181412348E1,-5.959500074E-1,1.708050132E0,8.946000099E0
1.183322202E1,-1.314000010E0,1.581000090E0,9.181050301E0
1.185232049E1,-1.309950113E0,1.693950057E0,8.965950012E0
1.187141920E1,-1.405050039E0,2.034000158E0,8.227950096E0
1.189051763E1,-1.993950129E0,2.115000010E0,8.194950104E0
1.190961616E1,-2.554950237E0,1.978950143E0,8.986950874E0
1.192871460E1,-2.931000233E0,1.960050106E0,8.946000099E0
1.194781329E1,-3.325950146E0,2.009999990E0,8.467950821E0
1.196691185E1,-3.760950089E0,2.011950016E0,8.414999962E0
1.198601029E1,-4.156949997E0,2.041050196E0,8.305050850E0
1.200510877E1,-4.168050289E0,2.211000204E0,7.900050163E0
1.202420745E1,-4.279050350E0,2.448000193E0,7.639050484E0
1.204330595E1,-4.681050301E0,2.568000078E0,7.491000175E0
1.206240441E1,-4.924950123E0,2.683050156E0,7.150950432E0
1.208150296E1,-4.936950207E0,2.971950054E0,6.892050266E0
1.210060166E1,-5.152950287E0,3.151950121E0,6.628950119E0
1.211970016E1,-5.440050125E0,3.171000242E0,6.625950336E0
1.213879872E1,-5.389950275E0,3.360000134E0,6.709950447E0
1.215789720E1,-5.409000397E0,3.585000277E0,6.624000549E0
1.217699588E1,-5.425050259E0,3.937050104E0,6.021000385E0
1.219609432E1,-5.457000256E0,4.207950115E0,5.166000366E0
1.221519290E1,-5.599950314E0,4.483050346E0,5.203950405E0
1.223429136E1,-5.884950161E0,4.459050179E0,5.451000214E0
1.225339005E1,-6.232050419E0,4.330049992E0,5.452950478E0
1.227248851E1,-6.192000389E0,4.483050346E0,4.978950024E0
1.229158706E1,-5.976000309E0,4.986000061E0,3.934950113E0
1.231068547E1,-5.683950424E0,5.482050419E0,3.279000044E0
1.232978415E1,-5.500050068E0,5.661000252E0,3.234000206E0
1.234888261E1,-5.752950191E0,5.512950420E0,3.676950216E0
1.236798106E1,-5.824950218E0,5.307000160E0,3.901950121E0
1.238707961E1,-5.907000065E0,5.494050026E0,3.259950161E0
1.240617831E1,-6.199050426E0,5.623050213E0,2.436000109E0
1.242527677E1,-6.690000534E0,5.461950302E0,2.094000101E0
1.244437527E1,-6.787950516E0,5.316000462E0,1.966950059E0
1.246347374E1,-6.546000481E0,5.484000206E0,2.014950037E0
1.248257219E1,-6.477000237E0,5.641950130E0,2.037000179E0
1.250167091E1,-6.514950275E0,5.746950150E0,2.251950026E0
1.252076937E1,-6.481050491E0,5.740050316E0,2.326050043E0
1.253986794E1,-6.331050396E0,5.862000465E0,2.056050062E0
1.255896661E1,-6.450000286E0,6.027000427E0,1.761000037E0
1.257806506E1,-6.841050148E0,6.151950359E0,1.998000145E0
1.259716352E1,-7.057950497E0,6.235950470E0,2.479950190E0
1.261626204E1,-7.267050266E0,5.962950230E0,2.523000002E0
1.263536048E1,-7.480050564E0,5.790000439E0,2.332950115E0
1.265445919E1,-7.165950298E0,5.934000492E0,1.897950053E0
1.267355767E1,-6.735000134E0,6.195000172E0,9.280500412E-1
1.269265619E1,-6.259050369E0,6.484950542E0,-1.800000072E-1
1.271175463E1,-5.679000378E0,6.766950130E0,-1.051050067E0
1.273085330E1,-5.241000175E0,6.906000137E0,-1.597050071E0
1.274995177E1,-4.872000217E0,7.026000500E0,-2.016000032E0
1.276905027E1,-4.669050217E0,6.798000336E0,-2.188050032E0
1.278814877E1,-4.815000057E0,6.742950439E0,-2.017950058E0
1.280724750E1,-4.777050018E0,7.170000553E0,-1.918050051E0
1.282634598E1,-4.546950340E0,7.021050453E0,-1.711950064E0
1.284544454E1,-4.525050163E0,6.331950188E0,-7.950000167E-1
1.286454300E1,-4.633050442E0,5.722950459E0,-7.395000011E-2
1.288364167E1,-4.480050087E0,6.055950165E0,-1.030050039E0
1.290274013E1,-4.105950356E0,6.199950218E0,-1.654050112E0
1.292183867E1,-3.982050180E0,5.793000221E0,-7.159500122E-1
1.294093715E1,-4.108950138E0,5.761950493E0,4.849500358E-1
1.296003583E1,-4.414950371E0,5.992050171E0,9.495000541E-2
1.297913433E1,-4.602000237E0,5.841000080E0,6.550500393E-1
1.299823287E1,-4.501049995E0,4.777950287E0,3.013050079E0
1.301733132E1,-4.783950329E0,4.371000290E0,5.314050198E0
1.303643000E1,-4.780950069E0,4.729950428E0,4.372950077E0
1.305552844E1,-4.759950161E0,4.750950336E0,4.203000069E0
1.307462697E1,-5.016000271E0,3.978000164E0,6.199950218E0
1.309372543E1,-5.289000034E0,3.501000166E0,7.771050453E0
1.311282388E1,-4.932000160E0,4.192950249E0,6.277050495E0
1.313192256E1,-4.312050343E0,4.804050446E0,5.010000229E0
1.315102111E1,-3.952950239E0,4.323000431E0,7.029000282E0
1.317011960E1,-4.570950031E0,3.480000257E0,9.679050446E0
1.318921827E1,-5.191050053E0,3.399000168E0,9.454050064E0
1.320831670E1,-5.088000298E0,3.637950182E0,8.029050827E0
1.322741525E1,-4.567950249E0,3.667050123E0,8.721000671E0
1.324651374E1,-4.219050407E0,3.460950136E0,1.021305084E1
1.326561220E1,-3.607950211E0,3.736050129E0,9.415950775E0
1.328471089E1,-2.947050095E0,4.098000050E0,7.678050518E0
1.330380933E1,-2.598000050E0,3.846000195E0,8.829000473E0
1.332290789E1,-3.061950207E0,3.159000158E0,1.144905090E1
1.334200660E1,-3.268050194E0,2.905050039E0,1.140795040E1
1.336110505E1,-3.048000097E0,3.169050217E0,8.902950287E0
1.338020350E1,-2.299050093E0,3.303000212E0,8.218950272E0
1.339930205E1,-1.780950069E0,3.154050112E0,9.817950249E0
1.341840053E1,-1.650000095E0,2.983950138E0,1.055295086E1
1.343749927E1,-1.570950031E0,2.982000113E0,9.576000214E0
1.345659775E1,-1.462950110E0,3.031950235E0,8.752950668E0
1.347569627E1,-1.128000021E0,2.709000111E0,9.468000412E0
1.349479497E1,-9.790500402E-1,2.443050146E0,1.068705082E1
1.351389347E1,-1.027050018E0,2.221050024E0,1.110405064E1
1.353299195E1,-9.100500345E-1,2.130000114E0,1.042395020E1
1.355209051E1,-6.010500193E-1,2.053050041E0,9.871050835E0
1.357118898E1,-2.250000089E-1,2.005050182E0,9.847050667E0
1.359028749E1,2.650500238E-1,2.127000093E0,9.978000641E0
1.360938616E1,5.640000105E-1,2.042999983E0,9.532950401E0
1.362848468E1,5.160000324E-1,1.881000042E0,9.937950134E0
1.364758312E1,4.009500146E-1,1.545000076E0,1.048095036E1
1.366668180E1,5.089499950E-1,1.387050033E0,1.017495060E1
1.368578022E1,1.122000098E0,1.435050011E0,8.985000610E0
1.370487875E1,1.543050051E0,1.396950126E0,8.844000816E0
1.372397720E1,1.936050057E0,1.234050035E0,1.010100079E1
1.374307562E1,1.969050050E0,1.075950027E0,1.043595028E1
1.376217432E1,2.062950134E0,1.153050065E0,9.604950905E0
1.378127284E1,2.827050209E0,1.366050124E0,8.616000175E0
1.380037127E1,3.619050264E0,1.416000009E0,8.237999916E0
1.381946972E1,3.865950108E0,1.095000029E0,9.205050468E0
1.383856842E1,3.745950222E0,8.509500623E-1,1.054305077E1
1.385766697E1,3.571050167E0,8.410500288E-1,1.077795029E1
1.387676544E1,3.954000235E0,9.870000482E-1,1.001700020E1
1.389586411E1,4.431000233E0,1.117050052E0,9.235950470E0
1.391496258E1,4.414050102E0,1.027950048E0,9.130949974E0
1.393406112E1,4.419000149E0,8.389500380E-1,9.327000618E0
1.395315958E1,4.246050358E0,7.770000100E-1,9.804000854E0
1.397225807E1,4.408950329E0,7.410000563E-1,9.978000641E0
1.399135675E1,4.950000286E0,6.810000539E-1,9.676950455E0
1.401045520E1,5.673000336E0,6.670500040E-1,8.958000183E0
1.402955372E1,5.982000351E0,6.670500040E-1,8.866950035E0
1.404865240E1,5.656950474E0,4.579500258E-1,9.835050583E0
1.406775087E1,5.458050251E0,2.620500028E-1,1.013895035E1
1.408684939E1,5.605950356E0,2.670000196E-1,9.439949989E0
1.410594788E1,6.052050114E0,3.120000064E-1,8.527050018E0
1.412504633E1,6.385050297E0,3.630000055E-1,8.164050102E0
1.414414505E1,6.528000355E0,4.200000167E-1,8.086950302E0
1.416324356E1,6.856050491E0,4.969500303E-1,8.137050629E0
1.418234202E1,6.933000565E0,7.290000319E-1,8.017050743E0
1.420144071E1,7.053000450E0,8.010000587E-1,7.609950542E0
1.422053917E1,7.065000534E0,7.789500356E-1,7.564950466E0
1.423963766E1,6.978000164E0,6.589500308E-1,8.062950134E0
1.425873624E1,6.781950474E0,4.939500093E-1,8.154000282E0
1.427783494E1,6.784050465E0,4.459500313E-1,7.881000519E0
1.429693337E1,6.916050434E0,5.059500337E-1,7.476000309E0
1.431603193E1,7.135950565E0,5.539500117E-1,7.122000217E0
1.433513041E1,7.255950451E0,4.459500313E-1,7.227000237E0
1.435422886E1,7.428000450E0,2.689500153E-1,8.146950722E0
1.437332754E1,7.428000450E0,1.305000018E-2,9.406050682E0
1.439242610E1,6.970950127E0,-1.540500075E-1,9.873000145E0
1.441152457E1,6.837000370E0,-7.200000435E-2,9.643050194E0
1.443062326E1,7.144050121E0,1.489500105E-1,9.310050011E0
1.444972169E1,7.179000378E0,3.840000033E-1,9.073050499E0
1.446882021E1,7.150950432E0,4.939500093E-1,9.151950836E0
1.448791864E1,7.009050369E0,3.889500201E-1,9.676950455E0
1.450701730E1,6.744000435E0,1.710000038E-1,9.993000031E0
1.452611574E1,6.444000244E0,-1.695000008E-2,1.023705006E1
1.454521431E1,6.475950241E0,-1.390500069E-1,1.058700085E1
1.456431275E1,6.655050278E0,-1.920000017E-1,1.060605049E1
1.458341145E1,6.793950558E0,-1.750500053E-1,1.047900009E1
1.460250993E1,6.753000259E0,-1.819500029E-1,1.023495007E1
1.462160846E1,6.508950233E0,-2.350500077E-1,9.985950470E0
1.464070696E1,6.568950176E0,-2.230500132E-1,1.001400089E1
1.465980563E1,6.657000542E0,-2.639999986E-1,1.004505062E1
1.467890408E1,6.274050236E0,-3.720000088E-1,1.022700024E1
1.469800262E1,5.962950230E0,-3.240000010E-1,1.035000038E1
1.471710136E1,5.902950287E0,-3.000000119E-1,1.020600033E1
1.473619984E1,5.472000122E0,-1.249500066E-1,1.002900028E1
1.475529832E1,5.049000263E0,-1.200000010E-2,9.973950386E0
1.477439684E1,5.271000385E0,3.049500287E-1,9.763050079E0
1.479349548E1,5.299950123E0,6.859500408E-1,9.720000267E0
1.481259393E1,4.609950066E0,7.909500599E-1,1.034205055E1
1.483169235E1,3.841950178E0,7.960500121E-1,1.079700089E1
1.485079092E1,3.847050190E0,8.770500422E-1,1.008105087E1
1.486988937E1,3.519000053E0,1.030950069E0,9.496950150E0
1.488898806E1,3.088050127E0,1.114050031E0,9.721950531E0
1.490808660E1,2.668950081E0,1.201050043E0,9.603000641E0
1.492718508E1,2.263950109E0,1.384950042E0,9.313050270E0
1.494628376E1,1.989000082E0,1.620000124E0,9.780000687E0
1.496538221E1,1.809000134E0,1.765950084E0,1.026600075E1
1.498448075E1,1.051950097E0,1.696050048E0,9.957000732E0
1.500357923E1,4.750500321E-1,1.773000121E0,9.178950310E0
1.502267797E1,5.160000324E-1,2.176950216E0,8.866950035E0
1.504177648E1,1.549500078E-1,2.398050070E0,8.803050041E0
1.506087505E1,-1.800000072E-1,2.376000166E0,9.070950508E0
1.507997372E1,-5.149500370E-1,2.461950064E0,9.399000168E0
1.509907216E1,-9.790500402E-1,2.557950020E0,8.920050621E0
1.511817062E1,-1.213950038E0,2.644050121E0,8.176050186E0
1.513726922E1,-1.369950056E0,2.896050215E0,7.930950165E0
1.515636767E1,-1.683000088E0,3.043950081E0,7.962000370E0
1.517546635E1,-1.987050056E0,3.006000042E0,8.872050285E0
1.519456486E1,-2.404050112E0,3.049050093E0,9.082950592E0
1.521366334E1,-2.787000179E0,3.139950037E0,8.523000717E0
1.523276177E1,-2.875950098E0,3.499050140E0,7.383000374E0
1.525186042E1,-2.875950098E0,3.943950176E0,6.907050133E0
1.527095887E1,-3.064950228E0,4.078050137E0,7.279950142E0
1.529005740E1,-3.369000196E0,4.102050304E0,7.516950130E0
1.530915611E1,-3.466950178E0,4.327050209E0,7.366050243E0
1.532825459E1,-3.781050205E0,4.336950302E0,7.456950188E0
1.534735313E1,-4.185000420E0,4.392000198E0,7.369050503E0
1.536645156E1,-4.537050247E0,4.390050411E0,7.054950237E0
1.538555023E1,-4.480050087E0,4.585950375E0,6.183000088E0
1.540464873E1,-4.602000237E0,4.960050106E0,5.467950344E0
1.542374728E1,-4.723950386E0,5.131950378E0,5.815050125E0
1.544284574E1,-4.827000141E0,5.221050262E0,5.749950409E0
1.546194445E1,-5.088000298E0,5.236950397E0,5.331000328E0
1.548104291E1,-5.229000092E0,5.431050301E0,5.034000397E0
1.550014145E1,-5.152950287E0,5.647050381E0,4.978950024E0
1.551923990E1,-5.296050072E0,5.719050407E0,4.861950397E0
1.553833858E1,-5.533050060E0,5.476950169E0,5.197050095E0
1.555743710E1,-5.718000412E0,5.386050224E0,4.948050022E0
1.557653558E1,-5.920950413E0,5.593950272E0,4.156050205E0
1.559563427E1,-5.988000393E0,5.758950233E0,3.816000223E0
1.561473275E1,-5.887950420E0,5.874000072E0,3.868050098E0
1.563383120E1,-5.703000069E0,6.006000519E0,3.832050085E0
1.565292974E1,-5.868000507E0,6.130050182E0,3.430050135E0
1.567202841E1,-6.036000252E0,6.130050182E0,3.358050108E0
1.569112690E1,-6.061950207E0,6.049050331E0,3.322050095E0
1.571022536E1,-6.223050117E0,6.054000378E0,3.034950256E0
1.572932392E1,-6.297000408E0,5.992050171E0,2.487000227E0
1.574842260E1,-6.316050529E0,6.007950306E0,1.891050100E0
1.576752108E1,-6.285000324E0,6.139950275E0,1.471950054E0
1.578661960E1,-6.208050251E0,6.172950268E0,1.456950068E0
1.580571804E1,-6.477000237E0,5.958000183E0,1.548000097E0
1.582481675E1,-6.951000214E0,5.671050072E0,1.608000040E0
1.584391525E1,-7.045950413E0,5.527050495E0,1.366050124E0
1.586301373E1,-6.799950123E0,5.436000347E0,6.960000396E-1
1.588211217E1,-6.462000370E0,5.541000366E0,-6.130500436E-1
1.590121086E1,-5.974050522E0,5.862000465E0,-1.618950129E0
1.592030941E1,-5.653050423E0,6.121050358E0,-1.966050148E0
1.593940787E1,-5.466000080E0,6.360000134E0,-2.260050058E0
